cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,right_censored,reference_cell,primary_cell,zero_family,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
613,s4-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,613
614,s4-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,614
615,s4-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,615
616,s4-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,616
617,s4-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,617
618,s4-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,618
619,s4-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,619
620,s4-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,620
621,s4-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,621
622,s4-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,622
623,s4-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,623
624,s4-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,624
625,s4-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,625
626,s4-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,626
627,s4-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,627
628,s4-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,7,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,628
629,s4-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,4,7,9050,629
630,s4-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,4,7,9050,630
