cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,right_censored,reference_cell,primary_cell,zero_family,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
198,s1-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,4,8150,198
199,s1-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,1,False,False,False,False,stage18-scaling-24a9adb84176,1,5,8500,199
200,s1-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,1,False,False,False,False,stage18-scaling-24a9adb84176,1,5,8500,200
201,s1-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,1,False,False,False,False,stage18-scaling-24a9adb84176,1,5,8500,201
202,s1-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,202
203,s1-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,203
204,s1-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,204
205,s1-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,205
206,s1-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,206
207,s1-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,207
208,s1-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,208
209,s1-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,209
210,s1-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,210
211,s1-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,211
212,s1-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,212
213,s1-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,213
214,s1-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,214
215,s1-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,1,5,8500,215
216,s1-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,5,8500,216
217,s1-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,217
218,s1-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,8,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,218
219,s1-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,8,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,219
220,s1-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,220
221,s1-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,8,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,221
222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,8,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,222
223,s1-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,223
224,s1-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,8,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,224
225,s1-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,8,False,False,False,False,stage18-scaling-24a9adb84176,1,6,8650,225
226,s1-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,226
227,s1-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,227
228,s1-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,228
229,s1-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,229
230,s1-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,230
231,s1-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,231
232,s1-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,232
233,s1-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,1,6,8650,233
234,s1-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,1,6,8650,234
253,s2-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,253
254,s2-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,254
255,s2-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,255
256,s2-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,256
257,s2-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,257
258,s2-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,258
259,s2-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,259
260,s2-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,260
261,s2-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,261
262,s2-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,262
263,s2-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,263
264,s2-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,264
265,s2-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,265
266,s2-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,266
267,s2-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,267
268,s2-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,268
269,s2-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,2,1,200,269
270,s2-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,1,200,270
271,s2-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,271
272,s2-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,272
273,s2-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,273
274,s2-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,274
275,s2-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,275
276,s2-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,276
277,s2-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,277
278,s2-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,278
279,s2-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,279
280,s2-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,280
281,s2-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,281
282,s2-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,282
283,s2-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,283
284,s2-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,284
285,s2-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,285
286,s2-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,286
287,s2-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,2,2,3400,287
288,s2-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,2,3400,288
289,s2-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,289
290,s2-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,290
291,s2-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,291
292,s2-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,292
293,s2-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,293
294,s2-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,294
295,s2-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,295
296,s2-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,296
297,s2-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,297
298,s2-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,298
299,s2-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,8,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,299
300,s2-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,8,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,300
301,s2-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,301
302,s2-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,8,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,302
303,s2-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,8,False,False,False,False,stage18-scaling-24a9adb84176,2,3,7450,303
304,s2-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,2,3,7450,304
305,s2-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,2,3,7450,305
306,s2-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,2,3,7450,306
307,s2-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,307
308,s2-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,308
309,s2-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,309
310,s2-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,310
311,s2-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,311
312,s2-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,312
313,s2-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,313
314,s2-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,314
315,s2-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,315
316,s2-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,316
317,s2-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,317
318,s2-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,318
319,s2-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,319
320,s2-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,320
321,s2-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,321
322,s2-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,322
323,s2-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,2,4,8150,323
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,4,8150,324
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,325
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,326
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,327
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,328
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,329
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,330
331,s2-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,331
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,332
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,333
334,s2-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,334
335,s2-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,335
336,s2-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,336
337,s2-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,337
338,s2-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,338
339,s2-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,339
340,s2-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,340
341,s2-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,2,5,8500,341
342,s2-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,5,8500,342
343,s2-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,2,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,343
344,s2-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,344
345,s2-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,345
346,s2-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,346
347,s2-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,347
348,s2-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,348
349,s2-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,349
350,s2-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,350
351,s2-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,351
352,s2-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,352
353,s2-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,353
354,s2-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,354
355,s2-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,355
356,s2-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,356
357,s2-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,357
358,s2-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,358
359,s2-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,2,6,8650,359
360,s2-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,6,8650,360
361,s2-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,361
362,s2-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,362
363,s2-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,363
364,s2-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,4,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,364
365,s2-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,365
366,s2-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,366
367,s2-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,3,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,367
368,s2-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,368
369,s2-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,369
370,s2-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,5,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,370
371,s2-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,371
372,s2-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,372
373,s2-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,7,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,373
374,s2-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,7,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,374
375,s2-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,375
376,s2-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,6,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,376
377,s2-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,False,False,True,False,stage18-scaling-24a9adb84176,2,7,9050,377
378,s2-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,False,False,False,False,stage18-scaling-24a9adb84176,2,7,9050,378
379,s3-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,379
380,s3-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,380
381,s3-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,381
382,s3-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,382
383,s3-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,383
384,s3-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,384
385,s3-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,385
386,s3-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,386
387,s3-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,387
388,s3-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,388
389,s3-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,389
390,s3-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,390
391,s3-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,391
392,s3-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,392
393,s3-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,393
394,s3-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,394
395,s3-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,1,200,395
396,s3-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,1,200,396
397,s3-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,397
398,s3-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,398
399,s3-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,399
400,s3-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,400
401,s3-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,401
402,s3-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,402
403,s3-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,403
404,s3-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,404
405,s3-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,405
406,s3-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,406
407,s3-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,407
408,s3-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,408
409,s3-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,409
410,s3-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,410
411,s3-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,411
412,s3-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,412
413,s3-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,False,True,True,stage18-scaling-24a9adb84176,3,2,3400,413
414,s3-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,False,False,True,stage18-scaling-24a9adb84176,3,2,3400,414
