stage18_run_id,comparison_id,matching_method,model_seed,left_checkpoint_step,right_checkpoint_step,left_cell_id,right_cell_id,left_family_size,right_family_size,left_family_right_censored,right_family_right_censored,matching_tolerance,matched_count,unmatched_left_count,unmatched_right_count,total_absolute_match_difference,comparison_status,left_matched_median_fidelity,right_matched_median_fidelity,fidelity_change_right_minus_left,left_matched_median_retained_components,right_matched_median_retained_components,retained_component_change_right_minus_left,left_matched_median_pairwise_overlap,right_matched_median_pairwise_overlap,left_matched_structural_diversity,right_matched_structural_diversity,structural_diversity_change_right_minus_left
stage18-scaling-24a9adb84176,s2-step3400-to-step8650,matched_sparsity,2,3400,8650,s2-step3400-f99of100-d1of2,s2-step8650-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step3400-to-step9050,matched_sparsity,2,3400,9050,s2-step3400-f99of100-d1of2,s2-step9050-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step7450-to-step8150,matched_sparsity,2,7450,8150,s2-step7450-f99of100-d1of2,s2-step8150-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step7450-to-step8500,matched_sparsity,2,7450,8500,s2-step7450-f99of100-d1of2,s2-step8500-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step7450-to-step8650,matched_sparsity,2,7450,8650,s2-step7450-f99of100-d1of2,s2-step8650-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step7450-to-step9050,matched_sparsity,2,7450,9050,s2-step7450-f99of100-d1of2,s2-step9050-f99of100-d1of2,0,7,False,False,5,0,0,7,0,left_family_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step8150-to-step8500,matched_sparsity,2,8150,8500,s2-step8150-f99of100-d1of2,s2-step8500-f99of100-d1of2,7,7,False,False,5,1,6,6,0,matched,0.9902889811261649,0.9902106664578275,-0.0000783146683374,105,105,0,,,,,
stage18-scaling-24a9adb84176,s2-step8150-to-step8650,matched_sparsity,2,8150,8650,s2-step8150-f99of100-d1of2,s2-step8650-f99of100-d1of2,7,7,False,False,5,0,7,7,0,no_valid_match_within_tolerance,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step8150-to-step9050,matched_sparsity,2,8150,9050,s2-step8150-f99of100-d1of2,s2-step9050-f99of100-d1of2,7,7,False,False,5,0,7,7,0,no_valid_match_within_tolerance,,,,,,,,,,,
stage18-scaling-24a9adb84176,s2-step8500-to-step8650,matched_sparsity,2,8500,8650,s2-step8500-f99of100-d1of2,s2-step8650-f99of100-d1of2,7,7,False,False,5,3,4,4,7,matched,0.9901323517894902,0.9902106664578275,0.0000783146683373,87,91,4,0.1858974358974359,0.1895424836601307,0.8141025641025641,0.8104575163398693,-0.0036450477626948
stage18-scaling-24a9adb84176,s2-step8500-to-step9050,matched_sparsity,2,8500,9050,s2-step8500-f99of100-d1of2,s2-step9050-f99of100-d1of2,7,7,False,False,5,2,5,5,2,matched,0.9901323517894902,0.99036729579450225,0.00023494400501205,87,86,-1,0.3384615384615385,0.16216216216216217,0.6615384615384615,0.83783783783783783,0.17629937629937633
stage18-scaling-24a9adb84176,s2-step8650-to-step9050,matched_sparsity,2,8650,9050,s2-step8650-f99of100-d1of2,s2-step9050-f99of100-d1of2,7,7,False,False,5,4,3,3,11,matched,0.9903281384603336,0.9902498237919962,-0.0000783146683374,91,86,-5,0.17759080736787742,0.175382653061224485,0.82240919263212258,0.824617346938775515,0.002208154306652935
stage18-scaling-24a9adb84176,s3-step200-to-step3400,matched_sparsity,3,200,3400,s3-step200-f99of100-d1of2,s3-step3400-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step200-to-step7450,matched_sparsity,3,200,7450,s3-step200-f99of100-d1of2,s3-step7450-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step200-to-step8150,matched_sparsity,3,200,8150,s3-step200-f99of100-d1of2,s3-step8150-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step200-to-step8500,matched_sparsity,3,200,8500,s3-step200-f99of100-d1of2,s3-step8500-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step200-to-step8650,matched_sparsity,3,200,8650,s3-step200-f99of100-d1of2,s3-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step200-to-step9050,matched_sparsity,3,200,9050,s3-step200-f99of100-d1of2,s3-step9050-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step3400-to-step7450,matched_sparsity,3,3400,7450,s3-step3400-f99of100-d1of2,s3-step7450-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step3400-to-step8150,matched_sparsity,3,3400,8150,s3-step3400-f99of100-d1of2,s3-step8150-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step3400-to-step8500,matched_sparsity,3,3400,8500,s3-step3400-f99of100-d1of2,s3-step8500-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step3400-to-step8650,matched_sparsity,3,3400,8650,s3-step3400-f99of100-d1of2,s3-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step3400-to-step9050,matched_sparsity,3,3400,9050,s3-step3400-f99of100-d1of2,s3-step9050-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step7450-to-step8150,matched_sparsity,3,7450,8150,s3-step7450-f99of100-d1of2,s3-step8150-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step7450-to-step8500,matched_sparsity,3,7450,8500,s3-step7450-f99of100-d1of2,s3-step8500-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
stage18-scaling-24a9adb84176,s3-step7450-to-step8650,matched_sparsity,3,7450,8650,s3-step7450-f99of100-d1of2,s3-step8650-f99of100-d1of2,0,0,False,False,5,0,0,0,0,both_families_empty,,,,,,,,,,,
