record_type,cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,c1_qualified,failed_requested_member_count,terminal_requested_member_index,stopping_reason,failure_category,budget_exhausted,per_cell_evaluations_used,unused_budget,ranking_passes,restart_count,invalid_output_count,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
cell,459,s3-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1553,48447,36,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,459
cell,460,s3-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1316,48684,17,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,460
cell,461,s3-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1316,48684,17,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,461
cell,462,s3-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1316,48684,17,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,462
cell,463,s3-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,800,49200,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,463
cell,464,s3-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,800,49200,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,464
cell,465,s3-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,800,49200,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,465
cell,466,s3-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,547,49453,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,466
cell,467,s3-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,547,49453,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,467
cell,468,s3-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,547,49453,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,5,8500,468
cell,469,s3-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4511,45489,150,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,469
cell,470,s3-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4511,45489,150,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,470
cell,471,s3-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4511,45489,150,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,471
cell,472,s3-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4160,45840,101,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,472
cell,473,s3-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4160,45840,101,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,473
cell,474,s3-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4160,45840,101,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,474
cell,475,s3-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2007,47993,46,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,475
cell,476,s3-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2007,47993,46,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,476
cell,477,s3-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,2007,47993,46,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,477
cell,478,s3-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1141,48859,16,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,478
cell,479,s3-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1141,48859,16,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,479
cell,480,s3-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1141,48859,16,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,480
cell,481,s3-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,846,49154,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,481
cell,482,s3-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,846,49154,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,482
cell,483,s3-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,846,49154,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,483
cell,484,s3-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,706,49294,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,484
cell,485,s3-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,706,49294,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,485
cell,486,s3-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,706,49294,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,6,8650,486
cell,487,s3-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24251,25749,1073,4,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,487
cell,488,s3-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,2099,7,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,488
cell,489,s3-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,2099,7,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,489
cell,490,s3-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,6757,43243,256,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,490
cell,491,s3-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,6757,43243,256,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,491
cell,492,s3-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,6757,43243,256,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,492
cell,493,s3-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,6074,43926,187,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,493
cell,494,s3-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,6074,43926,187,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,494
cell,495,s3-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,6074,43926,187,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,495
cell,496,s3-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4304,45696,69,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,496
cell,497,s3-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4304,45696,69,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,497
cell,498,s3-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4304,45696,69,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,498
cell,499,s3-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,3779,46221,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,499
cell,500,s3-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,3779,46221,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,500
cell,501,s3-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,3779,46221,34,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,501
cell,502,s3-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1133,48867,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,502
cell,503,s3-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1133,48867,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,503
cell,504,s3-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1133,48867,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,3,7,9050,504
cell,505,s4-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1151,48849,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,505
cell,506,s4-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1151,48849,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,506
cell,507,s4-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1151,48849,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,507
cell,508,s4-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,888,49112,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,508
cell,509,s4-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,888,49112,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,509
cell,510,s4-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,888,49112,13,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,510
cell,511,s4-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,973,49027,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,511
cell,512,s4-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,973,49027,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,512
cell,513,s4-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,973,49027,8,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,513
cell,514,s4-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,642,49358,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,514
cell,515,s4-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,642,49358,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,515
cell,516,s4-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,642,49358,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,516
cell,517,s4-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,722,49278,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,517
cell,518,s4-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,722,49278,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,518
cell,519,s4-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,722,49278,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,519
cell,520,s4-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1009,48991,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,520
cell,521,s4-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1009,48991,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,521
cell,522,s4-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1009,48991,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,1,200,522
cell,523,s4-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1685,48315,32,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,523
cell,524,s4-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1685,48315,32,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,524
cell,525,s4-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1685,48315,32,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,525
cell,526,s4-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1247,48753,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,526
cell,527,s4-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1247,48753,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,527
cell,528,s4-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1247,48753,22,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,528
cell,529,s4-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,795,49205,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,529
cell,530,s4-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,795,49205,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,530
cell,531,s4-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,795,49205,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,531
cell,532,s4-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,721,49279,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,532
cell,533,s4-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,721,49279,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,533
cell,534,s4-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,721,49279,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,534
cell,535,s4-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,535
cell,536,s4-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,536
cell,537,s4-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,531,49469,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,537
cell,538,s4-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,675,49325,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,538
cell,539,s4-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,675,49325,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,539
cell,540,s4-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,675,49325,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,4,2,3400,540
cell,541,s4-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,47366,2634,2946,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,541
cell,542,s4-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,542
cell,543,s4-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,543
cell,544,s4-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,39784,10216,2475,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,544
cell,545,s4-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,545
cell,546,s4-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,546
cell,547,s4-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32038,17962,1991,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,547
cell,548,s4-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,548
cell,549,s4-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,549
cell,550,s4-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,46211,3789,2868,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,550
cell,551,s4-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3105,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,551
cell,552,s4-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3105,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,552
cell,553,s4-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,45626,4374,2828,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,553
cell,554,s4-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3097,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,554
cell,555,s4-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3097,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,555
cell,556,s4-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,37841,12159,2335,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,556
cell,557,s4-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3085,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,557
cell,558,s4-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3085,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,3,7450,558
cell,559,s4-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,40129,9871,2498,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,559
cell,560,s4-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,560
cell,561,s4-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,561
cell,562,s4-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32518,17482,2024,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,562
cell,563,s4-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,563
cell,564,s4-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3113,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,564
cell,565,s4-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,32353,17647,2013,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,565
cell,566,s4-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,566
cell,567,s4-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3111,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,567
cell,568,s4-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,39469,10531,2454,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,568
cell,569,s4-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,569
cell,570,s4-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3108,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,570
cell,571,s4-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,31828,18172,1977,5,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,571
cell,572,s4-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,572
cell,573,s4-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3107,7,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,573
cell,574,s4-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,38569,11431,2392,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,574
cell,575,s4-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3099,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,575
cell,576,s4-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3099,8,0,fresh_execution,stage18-scaling-24a9adb84176,4,4,8150,576
cell,577,s4-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,40639,9361,2533,6,0,fresh_execution,stage18-scaling-24a9adb84176,4,5,8500,577
