record_type,cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,family_size,c1_qualified,failed_requested_member_count,terminal_requested_member_index,stopping_reason,failure_category,budget_exhausted,per_cell_evaluations_used,unused_budget,ranking_passes,restart_count,invalid_output_count,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
cell,222,s1-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2732,9,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,222
cell,223,s1-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,21562,28438,1052,4,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,223
cell,224,s1-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2318,9,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,224
cell,225,s1-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2318,9,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,225
cell,226,s1-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4850,45150,195,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,226
cell,227,s1-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4850,45150,195,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,227
cell,228,s1-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,4850,45150,195,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,228
cell,229,s1-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5071,44929,118,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,229
cell,230,s1-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5071,44929,118,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,230
cell,231,s1-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5071,44929,118,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,231
cell,232,s1-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1549,48451,24,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,232
cell,233,s1-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1549,48451,24,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,233
cell,234,s1-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1549,48451,24,1,0,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,234
cell,1,s1-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,31782,18218,1956,5,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,235
cell,2,s1-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3086,7,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,236
cell,3,s1-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3086,7,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,237
cell,4,s1-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24255,25745,1493,4,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,238
cell,5,s1-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3087,7,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,239
cell,6,s1-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3087,7,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,240
cell,7,s1-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,30645,19355,1891,5,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,241
cell,8,s1-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3075,8,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,242
cell,9,s1-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3075,8,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,243
cell,10,s1-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,37172,12828,2264,6,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,244
cell,11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3047,8,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,245
cell,12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3047,8,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,246
cell,13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,35670,14330,2114,6,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,247
cell,14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,2958,8,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,248
cell,15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,2958,8,0,fresh_execution,stage18-scaling-24a9adb84176,1,7,9050,249
cell,16,s1-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,28292,21708,1647,5,0,reference_existing_result,stage18-scaling-24a9adb84176,1,7,9050,250
cell,17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,2782,8,0,reference_existing_result,stage18-scaling-24a9adb84176,1,7,9050,251
cell,18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,2782,8,0,reference_existing_result,stage18-scaling-24a9adb84176,1,7,9050,252
cell,253,s2-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1934,48066,23,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,253
cell,254,s2-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1934,48066,23,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,254
cell,255,s2-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1934,48066,23,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,255
cell,256,s2-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1399,48601,14,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,256
cell,257,s2-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1399,48601,14,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,257
cell,258,s2-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1399,48601,14,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,258
cell,259,s2-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1547,48453,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,259
cell,260,s2-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1547,48453,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,260
cell,261,s2-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1547,48453,10,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,261
cell,262,s2-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1087,48913,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,262
cell,263,s2-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1087,48913,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,263
cell,264,s2-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1087,48913,6,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,264
cell,265,s2-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1040,48960,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,265
cell,266,s2-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1040,48960,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,266
cell,267,s2-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1040,48960,5,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,267
cell,268,s2-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,977,49023,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,268
cell,269,s2-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,977,49023,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,269
cell,270,s2-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,977,49023,4,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,1,200,270
cell,271,s2-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1974,48026,31,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,271
cell,272,s2-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1974,48026,31,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,272
cell,273,s2-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,1974,48026,31,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,273
cell,274,s2-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,869,49131,16,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,274
cell,275,s2-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,869,49131,16,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,275
cell,276,s2-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,869,49131,16,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,276
cell,277,s2-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,606,49394,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,277
cell,278,s2-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,606,49394,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,278
cell,279,s2-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,606,49394,7,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,279
cell,280,s2-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,546,49454,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,280
cell,281,s2-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,546,49454,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,281
cell,282,s2-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,546,49454,3,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,282
cell,283,s2-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,547,49453,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,283
cell,284,s2-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,547,49453,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,284
cell,285,s2-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,547,49453,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,285
cell,286,s2-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,723,49277,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,286
cell,287,s2-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,723,49277,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,287
cell,288,s2-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,723,49277,2,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,2,3400,288
cell,289,s2-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,30603,19397,1882,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,289
cell,290,s2-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3070,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,290
cell,291,s2-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3070,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,291
cell,292,s2-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,30168,19832,1848,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,292
cell,293,s2-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3060,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,293
cell,294,s2-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3060,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,294
cell,295,s2-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,29104,20896,1781,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,295
cell,296,s2-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3036,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,296
cell,297,s2-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3036,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,297
cell,298,s2-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,28175,21825,1608,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,298
cell,299,s2-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2783,9,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,299
cell,300,s2-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2783,9,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,300
cell,301,s2-step7450-f39of40-d1of4,39,40,0.975,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,22686,27314,1093,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,301
cell,302,s2-step7450-f39of40-d1of2,39,40,0.975,1,2,0.50,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2303,9,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,302
cell,303,s2-step7450-f39of40-d3of4,39,40,0.975,3,4,0.75,8,True,1,9,requested_member_9_budget_exhaustion,budget_exhaustion,True,50000,0,2303,9,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,303
cell,304,s2-step7450-f99of100-d1of4,99,100,0.990,1,4,0.25,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5369,44631,220,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,304
cell,305,s2-step7450-f99of100-d1of2,99,100,0.990,1,2,0.50,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5369,44631,220,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,305
cell,306,s2-step7450-f99of100-d3of4,99,100,0.990,3,4,0.75,0,False,1,1,requested_member_1_sparsity_failure,sparsity_failure,False,5369,44631,220,1,0,fresh_execution,stage18-scaling-24a9adb84176,2,3,7450,306
cell,307,s2-step8150-f4of5-d1of4,4,5,0.800,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24727,25273,1538,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,307
cell,308,s2-step8150-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3110,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,308
cell,309,s2-step8150-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3110,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,309
cell,310,s2-step8150-f17of20-d1of4,17,20,0.850,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24594,25406,1527,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,310
cell,311,s2-step8150-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,311
cell,312,s2-step8150-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,312
cell,313,s2-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24382,25618,1514,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,313
cell,314,s2-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3104,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,314
cell,315,s2-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3104,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,315
cell,316,s2-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24009,25991,1486,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,316
cell,317,s2-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3089,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,317
cell,318,s2-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3089,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,318
cell,319,s2-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,23662,26338,1462,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,319
cell,320,s2-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3080,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,320
cell,321,s2-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3080,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,321
cell,322,s2-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,23170,26830,1425,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,322
cell,323,s2-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3056,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,323
cell,324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3056,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,4,8150,324
cell,325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,4,True,1,5,requested_member_5_budget_exhaustion,budget_exhaustion,True,40024,9976,2491,6,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,325
cell,326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3112,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,326
cell,327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3112,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,327
cell,328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,5,True,1,6,requested_member_6_budget_exhaustion,budget_exhaustion,True,47065,2935,2927,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,328
cell,329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3110,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,329
cell,330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3110,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,330
cell,331,s2-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,2,True,1,3,requested_member_3_budget_exhaustion,budget_exhaustion,True,24727,25273,1538,4,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,331
cell,332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,332
cell,333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3106,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,333
cell,334,s2-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,31619,18381,1961,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,334
cell,335,s2-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3101,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,335
cell,336,s2-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,6,True,1,7,requested_member_7_budget_exhaustion,budget_exhaustion,True,50000,0,3101,7,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,336
cell,337,s2-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,3,True,1,4,requested_member_4_budget_exhaustion,budget_exhaustion,True,30989,19011,1918,5,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,337
cell,338,s2-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3094,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,338
cell,339,s2-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,7,True,1,8,requested_member_8_budget_exhaustion,budget_exhaustion,True,50000,0,3094,8,0,fresh_execution,stage18-scaling-24a9adb84176,2,5,8500,339
