model_seed,training_step,train_accuracy,test_accuracy,analysed_checkpoint,aggregation_unit
0,15200,1.0,1.0,False,trained_model_seed
0,15250,1.0,1.0,False,trained_model_seed
0,15300,1.0,1.0,False,trained_model_seed
0,15350,1.0,1.0,False,trained_model_seed
0,15400,1.0,0.9998881220817566,False,trained_model_seed
0,15450,1.0,0.9997762441635132,False,trained_model_seed
0,15500,1.0,0.9997762441635132,False,trained_model_seed
0,15550,1.0,0.9997762441635132,False,trained_model_seed
0,15600,0.9475196003913879,0.9282917380332947,False,trained_model_seed
0,15650,1.0,1.0,False,trained_model_seed
0,15700,1.0,1.0,False,trained_model_seed
0,15750,1.0,1.0,False,trained_model_seed
0,15800,1.0,1.0,False,trained_model_seed
0,15850,1.0,1.0,False,trained_model_seed
0,15900,1.0,0.9997762441635132,False,trained_model_seed
0,15950,1.0,0.9997762441635132,False,trained_model_seed
0,16000,1.0,1.0,False,trained_model_seed
0,16050,1.0,1.0,False,trained_model_seed
0,16100,1.0,1.0,False,trained_model_seed
0,16150,1.0,1.0,False,trained_model_seed
0,16200,1.0,1.0,False,trained_model_seed
0,16250,1.0,1.0,False,trained_model_seed
0,16300,1.0,1.0,False,trained_model_seed
0,16350,1.0,1.0,False,trained_model_seed
0,16400,1.0,1.0,False,trained_model_seed
0,16450,1.0,1.0,False,trained_model_seed
0,16500,1.0,1.0,False,trained_model_seed
0,16550,1.0,1.0,False,trained_model_seed
0,16600,1.0,1.0,False,trained_model_seed
0,16650,1.0,1.0,False,trained_model_seed
0,16700,1.0,1.0,False,trained_model_seed
0,16750,1.0,1.0,False,trained_model_seed
0,16800,1.0,1.0,False,trained_model_seed
0,16850,1.0,1.0,False,trained_model_seed
0,16900,1.0,1.0,False,trained_model_seed
0,16950,1.0,1.0,False,trained_model_seed
0,17000,1.0,0.9976507425308228,False,trained_model_seed
0,17050,1.0,0.9995525479316711,False,trained_model_seed
0,17100,1.0,1.0,False,trained_model_seed
0,17150,1.0,1.0,False,trained_model_seed
0,17200,1.0,1.0,False,trained_model_seed
0,17250,1.0,1.0,False,trained_model_seed
0,17300,1.0,1.0,False,trained_model_seed
0,17350,1.0,1.0,False,trained_model_seed
0,17400,1.0,1.0,False,trained_model_seed
0,17450,1.0,1.0,False,trained_model_seed
