stage18_run_id,global_cell_index,cell_id,model_seed,checkpoint_index,checkpoint_step,displayed_fidelity,displayed_jaccard_cutoff,primary_cell,status,stopping_reason,family_size,eligible_for_matched_comparison,comparison_type,source_condition,target_condition,missing_side,exact_reason,source_family_empty,target_family_empty,no_valid_match_exists,metric_undefined,excluded_from_matched_effect,remains_in_primary_family_size_analysis,outcome_type,unavailable_control,undefined_metrics,handling
stage18-scaling-24a9adb84176,154,s1-step3400-f19of20-d1of4,1,2,3400,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,155,s1-step3400-f19of20-d1of2,1,2,3400,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,156,s1-step3400-f19of20-d3of4,1,2,3400,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,157,s1-step3400-f39of40-d1of4,1,2,3400,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,158,s1-step3400-f39of40-d1of2,1,2,3400,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,159,s1-step3400-f39of40-d3of4,1,2,3400,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,160,s1-step3400-f99of100-d1of4,1,2,3400,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,161,s1-step3400-f99of100-d1of2,1,2,3400,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,162,s1-step3400-f99of100-d3of4,1,2,3400,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step3400-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,163,s1-step7450-f4of5-d1of4,1,3,7450,0.800,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f4of5-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,164,s1-step7450-f4of5-d1of2,1,3,7450,0.800,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f4of5-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,165,s1-step7450-f4of5-d3of4,1,3,7450,0.800,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f4of5-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,166,s1-step7450-f17of20-d1of4,1,3,7450,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,167,s1-step7450-f17of20-d1of2,1,3,7450,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,168,s1-step7450-f17of20-d3of4,1,3,7450,0.850,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f17of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,169,s1-step7450-f9of10-d1of4,1,3,7450,0.900,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f9of10-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,170,s1-step7450-f9of10-d1of2,1,3,7450,0.900,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f9of10-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,171,s1-step7450-f9of10-d3of4,1,3,7450,0.900,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f9of10-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,172,s1-step7450-f19of20-d1of4,1,3,7450,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,173,s1-step7450-f19of20-d1of2,1,3,7450,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,174,s1-step7450-f19of20-d3of4,1,3,7450,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,175,s1-step7450-f39of40-d1of4,1,3,7450,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,176,s1-step7450-f39of40-d1of2,1,3,7450,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,177,s1-step7450-f39of40-d3of4,1,3,7450,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,178,s1-step7450-f99of100-d1of4,1,3,7450,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,179,s1-step7450-f99of100-d1of2,1,3,7450,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,180,s1-step7450-f99of100-d3of4,1,3,7450,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step7450-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,181,s1-step8150-f4of5-d1of4,1,4,8150,0.800,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f4of5-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,182,s1-step8150-f4of5-d1of2,1,4,8150,0.800,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f4of5-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,183,s1-step8150-f4of5-d3of4,1,4,8150,0.800,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f4of5-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,184,s1-step8150-f17of20-d1of4,1,4,8150,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,185,s1-step8150-f17of20-d1of2,1,4,8150,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,186,s1-step8150-f17of20-d3of4,1,4,8150,0.850,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f17of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,187,s1-step8150-f9of10-d1of4,1,4,8150,0.900,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f9of10-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,188,s1-step8150-f9of10-d1of2,1,4,8150,0.900,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f9of10-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,189,s1-step8150-f9of10-d3of4,1,4,8150,0.900,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f9of10-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,190,s1-step8150-f19of20-d1of4,1,4,8150,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,191,s1-step8150-f19of20-d1of2,1,4,8150,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,192,s1-step8150-f19of20-d3of4,1,4,8150,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,193,s1-step8150-f39of40-d1of4,1,4,8150,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,194,s1-step8150-f39of40-d1of2,1,4,8150,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,195,s1-step8150-f39of40-d3of4,1,4,8150,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,196,s1-step8150-f99of100-d1of4,1,4,8150,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,197,s1-step8150-f99of100-d1of2,1,4,8150,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,198,s1-step8150-f99of100-d3of4,1,4,8150,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8150-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,202,s1-step8500-f17of20-d1of4,1,5,8500,0.850,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f17of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,203,s1-step8500-f17of20-d1of2,1,5,8500,0.850,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f17of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,204,s1-step8500-f17of20-d3of4,1,5,8500,0.850,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f17of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,205,s1-step8500-f9of10-d1of4,1,5,8500,0.900,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f9of10-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,206,s1-step8500-f9of10-d1of2,1,5,8500,0.900,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f9of10-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,207,s1-step8500-f9of10-d3of4,1,5,8500,0.900,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f9of10-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,208,s1-step8500-f19of20-d1of4,1,5,8500,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,209,s1-step8500-f19of20-d1of2,1,5,8500,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,210,s1-step8500-f19of20-d3of4,1,5,8500,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,211,s1-step8500-f39of40-d1of4,1,5,8500,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,212,s1-step8500-f39of40-d1of2,1,5,8500,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,213,s1-step8500-f39of40-d3of4,1,5,8500,0.975,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f39of40-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,214,s1-step8500-f99of100-d1of4,1,5,8500,0.990,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f99of100-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,215,s1-step8500-f99of100-d1of2,1,5,8500,0.990,0.50,True,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f99of100-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,216,s1-step8500-f99of100-d3of4,1,5,8500,0.990,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8500-f99of100-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,226,s1-step8650-f19of20-d1of4,1,6,8650,0.950,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f19of20-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,227,s1-step8650-f19of20-d1of2,1,6,8650,0.950,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f19of20-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,228,s1-step8650-f19of20-d3of4,1,6,8650,0.950,0.75,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f19of20-d3of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,229,s1-step8650-f39of40-d1of4,1,6,8650,0.975,0.25,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f39of40-d1of4,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
stage18-scaling-24a9adb84176,230,s1-step8650-f39of40-d1of2,1,6,8650,0.975,0.50,False,sparsity_failure,requested_member_1_sparsity_failure,0,False,not_applicable_cell_outcome,s1-step8650-f39of40-d1of2,,executed_cell_family,requested_member_1_sparsity_failure,True,,,True,True,True,executed_empty_family,False,median_circuit_size;median_pairwise_overlap;transfer_group_count;matched_fidelity;matched_sparsity,reported_as_empty_not_imputed
