cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,model_seed,checkpoint_step,primary_cell,search_execution_mode,source_stage,source_run_id,family_size,family_target,right_censored,right_censoring_status,status,stopping_reason,exact_evaluations_used,ranking_passes,restarts_attempted,accepted_circuit_count,failed_requested_member_count,budget_remaining,transfer_group_count,transfer_group_status,pair_count,minimum_pairwise_jaccard_overlap,maximum_pairwise_jaccard_overlap,mean_pairwise_overlap,median_pairwise_overlap,minimum_structural_distance,maximum_structural_distance,mean_structural_distance,cutoff_compliance,stage18_run_id,checkpoint_index,global_cell_index
1,s1-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,1,9050,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,31782,1956,5,3,1,18218,2,complete,3,0.11940298507462686,0.2,0.15751871274259333,0.15315315315315314,0.8,0.8805970149253731,0.8424812872574067,True,stage18-scaling-24a9adb84176,7,235
2,s1-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,1,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3086,7,6,1,0,2,complete,15,0.11940298507462686,0.2980769230769231,0.21256592383208106,0.2,0.7019230769230769,0.8805970149253731,0.7874340761679189,True,stage18-scaling-24a9adb84176,7,236
3,s1-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,1,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3086,7,6,1,0,2,complete,15,0.11940298507462686,0.2980769230769231,0.21256592383208106,0.2,0.7019230769230769,0.8805970149253731,0.7874340761679189,True,stage18-scaling-24a9adb84176,7,237
4,s1-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,1,9050,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,24255,1493,4,2,1,25745,1,complete,1,0.14388489208633093,0.14388489208633093,0.14388489208633093,0.14388489208633093,0.8561151079136691,0.8561151079136691,0.8561151079136691,True,stage18-scaling-24a9adb84176,7,238
5,s1-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,1,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3087,7,6,1,0,2,complete,15,0.14388489208633093,0.30701754385964913,0.22593797731792606,0.23214285714285715,0.6929824561403508,0.8561151079136691,0.7740620226820739,True,stage18-scaling-24a9adb84176,7,239
6,s1-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,1,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3087,7,6,1,0,2,complete,15,0.14388489208633093,0.30701754385964913,0.22593797731792606,0.23214285714285715,0.6929824561403508,0.8561151079136691,0.7740620226820739,True,stage18-scaling-24a9adb84176,7,240
7,s1-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,1,9050,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,30645,1891,5,3,1,19355,1,complete,3,0.1016949152542373,0.18633540372670807,0.1462384168292649,0.1506849315068493,0.8136645962732919,0.8983050847457628,0.8537615831707351,True,stage18-scaling-24a9adb84176,7,241
8,s1-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,1,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3075,8,7,1,0,1,complete,21,0.1016949152542373,0.291044776119403,0.20485124468206406,0.2,0.708955223880597,0.8983050847457628,0.7951487553179359,True,stage18-scaling-24a9adb84176,7,242
9,s1-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,1,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3075,8,7,1,0,1,complete,21,0.1016949152542373,0.291044776119403,0.20485124468206406,0.2,0.708955223880597,0.8983050847457628,0.7951487553179359,True,stage18-scaling-24a9adb84176,7,243
10,s1-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,1,9050,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,37172,2264,6,4,1,12828,1,complete,6,0.11518324607329843,0.21951219512195122,0.1587452548492027,0.15713197195976836,0.7804878048780488,0.8848167539267016,0.8412547451507973,True,stage18-scaling-24a9adb84176,7,244
11,s1-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,1,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3047,8,7,1,0,1,complete,21,0.11518324607329843,0.3096774193548387,0.19828342578597669,0.18354430379746836,0.6903225806451613,0.8848167539267016,0.8017165742140233,True,stage18-scaling-24a9adb84176,7,245
12,s1-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,1,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3047,8,7,1,0,1,complete,21,0.11518324607329843,0.3096774193548387,0.19828342578597669,0.18354430379746836,0.6903225806451613,0.8848167539267016,0.8017165742140233,True,stage18-scaling-24a9adb84176,7,246
13,s1-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,1,9050,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,35670,2114,6,4,1,14330,1,complete,6,0.10176991150442478,0.19658119658119658,0.15576385155713443,0.1650022544713682,0.8034188034188035,0.8982300884955752,0.8442361484428655,True,stage18-scaling-24a9adb84176,7,247
14,s1-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,1,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,2958,8,7,1,0,1,complete,21,0.10176991150442478,0.30412371134020616,0.19050101813135145,0.18930041152263374,0.6958762886597938,0.8982300884955752,0.8094989818686485,True,stage18-scaling-24a9adb84176,7,248
15,s1-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,1,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,2958,8,7,1,0,1,complete,21,0.10176991150442478,0.30412371134020616,0.19050101813135145,0.18930041152263374,0.6958762886597938,0.8982300884955752,0.8094989818686485,True,stage18-scaling-24a9adb84176,7,249
16,s1-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,1,9050,False,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,28292,1647,5,3,1,21708,1,complete,3,0.0657439446366782,0.20149253731343283,0.12635952907108963,0.1118421052631579,0.7985074626865671,0.9342560553633218,0.8736404709289104,True,stage18-scaling-24a9adb84176,7,250
17,s1-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,1,9050,True,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,2782,8,7,1,0,1,reference_verified,21,0.0657439446366782,0.3092369477911647,0.20530702957771274,0.22264150943396227,0.6907630522088353,0.9342560553633218,0.7946929704222873,True,stage18-scaling-24a9adb84176,7,251
18,s1-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,1,9050,False,reference_existing_result,12,stage12-diversity-s1-020ebf1b5814,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,2782,8,7,1,0,1,complete,21,0.0657439446366782,0.3092369477911647,0.20530702957771274,0.22264150943396227,0.6907630522088353,0.9342560553633218,0.7946929704222873,True,stage18-scaling-24a9adb84176,7,252
253,s2-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1934,23,1,0,1,48066,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,253
254,s2-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1934,23,1,0,1,48066,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,254
255,s2-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1934,23,1,0,1,48066,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,255
256,s2-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1399,14,1,0,1,48601,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,256
257,s2-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1399,14,1,0,1,48601,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,257
258,s2-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1399,14,1,0,1,48601,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,258
259,s2-step200-f9of10-d1of4,9,10,0.900,1,4,0.25,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1547,10,1,0,1,48453,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,259
260,s2-step200-f9of10-d1of2,9,10,0.900,1,2,0.50,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1547,10,1,0,1,48453,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,260
261,s2-step200-f9of10-d3of4,9,10,0.900,3,4,0.75,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1547,10,1,0,1,48453,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,261
262,s2-step200-f19of20-d1of4,19,20,0.950,1,4,0.25,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1087,6,1,0,1,48913,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,262
263,s2-step200-f19of20-d1of2,19,20,0.950,1,2,0.50,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1087,6,1,0,1,48913,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,263
264,s2-step200-f19of20-d3of4,19,20,0.950,3,4,0.75,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1087,6,1,0,1,48913,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,264
265,s2-step200-f39of40-d1of4,39,40,0.975,1,4,0.25,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1040,5,1,0,1,48960,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,265
266,s2-step200-f39of40-d1of2,39,40,0.975,1,2,0.50,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1040,5,1,0,1,48960,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,266
267,s2-step200-f39of40-d3of4,39,40,0.975,3,4,0.75,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1040,5,1,0,1,48960,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,267
268,s2-step200-f99of100-d1of4,99,100,0.990,1,4,0.25,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,977,4,1,0,1,49023,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,268
269,s2-step200-f99of100-d1of2,99,100,0.990,1,2,0.50,2,200,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,977,4,1,0,1,49023,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,269
270,s2-step200-f99of100-d3of4,99,100,0.990,3,4,0.75,2,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,977,4,1,0,1,49023,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,270
271,s2-step3400-f4of5-d1of4,4,5,0.800,1,4,0.25,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1974,31,1,0,1,48026,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,271
272,s2-step3400-f4of5-d1of2,4,5,0.800,1,2,0.50,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1974,31,1,0,1,48026,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,272
273,s2-step3400-f4of5-d3of4,4,5,0.800,3,4,0.75,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,1974,31,1,0,1,48026,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,273
274,s2-step3400-f17of20-d1of4,17,20,0.850,1,4,0.25,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,869,16,1,0,1,49131,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,274
275,s2-step3400-f17of20-d1of2,17,20,0.850,1,2,0.50,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,869,16,1,0,1,49131,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,275
276,s2-step3400-f17of20-d3of4,17,20,0.850,3,4,0.75,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,869,16,1,0,1,49131,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,276
277,s2-step3400-f9of10-d1of4,9,10,0.900,1,4,0.25,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,606,7,1,0,1,49394,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,277
278,s2-step3400-f9of10-d1of2,9,10,0.900,1,2,0.50,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,606,7,1,0,1,49394,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,278
279,s2-step3400-f9of10-d3of4,9,10,0.900,3,4,0.75,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,606,7,1,0,1,49394,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,279
280,s2-step3400-f19of20-d1of4,19,20,0.950,1,4,0.25,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,546,3,1,0,1,49454,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,280
281,s2-step3400-f19of20-d1of2,19,20,0.950,1,2,0.50,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,546,3,1,0,1,49454,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,281
282,s2-step3400-f19of20-d3of4,19,20,0.950,3,4,0.75,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,546,3,1,0,1,49454,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,282
283,s2-step3400-f39of40-d1of4,39,40,0.975,1,4,0.25,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,547,2,1,0,1,49453,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,283
284,s2-step3400-f39of40-d1of2,39,40,0.975,1,2,0.50,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,547,2,1,0,1,49453,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,284
285,s2-step3400-f39of40-d3of4,39,40,0.975,3,4,0.75,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,547,2,1,0,1,49453,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,285
286,s2-step3400-f99of100-d1of4,99,100,0.990,1,4,0.25,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,723,2,1,0,1,49277,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,286
287,s2-step3400-f99of100-d1of2,99,100,0.990,1,2,0.50,2,3400,True,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,723,2,1,0,1,49277,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,287
288,s2-step3400-f99of100-d3of4,99,100,0.990,3,4,0.75,2,3400,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,723,2,1,0,1,49277,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,2,288
289,s2-step7450-f4of5-d1of4,4,5,0.800,1,4,0.25,2,7450,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,30603,1882,5,3,1,19397,1,complete,3,0.143646408839779,0.2052980132450331,0.17370995084946275,0.17218543046357615,0.794701986754967,0.856353591160221,0.8262900491505373,True,stage18-scaling-24a9adb84176,3,289
290,s2-step7450-f4of5-d1of2,4,5,0.800,1,2,0.50,2,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3070,8,7,1,0,1,complete,21,0.143646408839779,0.3333333333333333,0.2260073011112684,0.21301775147928995,0.6666666666666667,0.856353591160221,0.7739926988887316,True,stage18-scaling-24a9adb84176,3,290
291,s2-step7450-f4of5-d3of4,4,5,0.800,3,4,0.75,2,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3070,8,7,1,0,1,complete,21,0.143646408839779,0.3333333333333333,0.2260073011112684,0.21301775147928995,0.6666666666666667,0.856353591160221,0.7739926988887316,True,stage18-scaling-24a9adb84176,3,291
292,s2-step7450-f17of20-d1of4,17,20,0.850,1,4,0.25,2,7450,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,30168,1848,5,3,1,19832,1,complete,3,0.12307692307692308,0.19760479041916168,0.15962460129718833,0.15819209039548024,0.8023952095808383,0.8769230769230769,0.8403753987028116,True,stage18-scaling-24a9adb84176,3,292
293,s2-step7450-f17of20-d1of2,17,20,0.850,1,2,0.50,2,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3060,8,7,1,0,1,complete,21,0.12307692307692308,0.3724137931034483,0.22336760829207006,0.2111111111111111,0.6275862068965516,0.8769230769230769,0.77663239170793,True,stage18-scaling-24a9adb84176,3,293
294,s2-step7450-f17of20-d3of4,17,20,0.850,3,4,0.75,2,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3060,8,7,1,0,1,complete,21,0.12307692307692308,0.3724137931034483,0.22336760829207006,0.2111111111111111,0.6275862068965516,0.8769230769230769,0.77663239170793,True,stage18-scaling-24a9adb84176,3,294
295,s2-step7450-f9of10-d1of4,9,10,0.900,1,4,0.25,2,7450,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,29104,1781,5,3,1,20896,1,complete,3,0.14418604651162792,0.20187793427230047,0.17262338272826983,0.17180616740088106,0.7981220657276995,0.8558139534883721,0.8273766172717302,True,stage18-scaling-24a9adb84176,3,295
296,s2-step7450-f9of10-d1of2,9,10,0.900,1,2,0.50,2,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3036,8,7,1,0,1,complete,21,0.14418604651162792,0.33152173913043476,0.2299526549412677,0.23786407766990292,0.6684782608695652,0.8558139534883721,0.7700473450587323,True,stage18-scaling-24a9adb84176,3,296
297,s2-step7450-f9of10-d3of4,9,10,0.900,3,4,0.75,2,7450,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3036,8,7,1,0,1,complete,21,0.14418604651162792,0.33152173913043476,0.2299526549412677,0.23786407766990292,0.6684782608695652,0.8558139534883721,0.7700473450587323,True,stage18-scaling-24a9adb84176,3,297
298,s2-step7450-f19of20-d1of4,19,20,0.950,1,4,0.25,2,7450,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,28175,1608,5,3,1,21825,1,complete,3,0.10410094637223975,0.23943661971830985,0.1633724568836034,0.1465798045602606,0.7605633802816901,0.8958990536277602,0.8366275431163965,True,stage18-scaling-24a9adb84176,3,298
299,s2-step7450-f19of20-d1of2,19,20,0.950,1,2,0.50,2,7450,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2783,9,8,1,0,1,complete,28,0.10410094637223975,0.3333333333333333,0.24435621876812438,0.24690025252525255,0.6666666666666667,0.8958990536277602,0.7556437812318756,True,stage18-scaling-24a9adb84176,3,299
300,s2-step7450-f19of20-d3of4,19,20,0.950,3,4,0.75,2,7450,False,fresh_execution,,,8,10,False,not_right_censored,budget_exhaustion,requested_member_9_budget_exhaustion,50000,2783,9,8,1,0,1,complete,28,0.10410094637223975,0.3333333333333333,0.24435621876812438,0.24690025252525255,0.6666666666666667,0.8958990536277602,0.7556437812318756,True,stage18-scaling-24a9adb84176,3,300
