cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,model_seed,checkpoint_step,primary_cell,search_execution_mode,source_stage,source_run_id,family_size,family_target,right_censored,right_censoring_status,status,stopping_reason,exact_evaluations_used,ranking_passes,restarts_attempted,accepted_circuit_count,failed_requested_member_count,budget_remaining,transfer_group_count,transfer_group_status,pair_count,minimum_pairwise_jaccard_overlap,maximum_pairwise_jaccard_overlap,mean_pairwise_overlap,median_pairwise_overlap,minimum_structural_distance,maximum_structural_distance,mean_structural_distance,cutoff_compliance,stage18_run_id,checkpoint_index,global_cell_index
313,s2-step8150-f9of10-d1of4,9,10,0.900,1,4,0.25,2,8150,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,24382,1514,4,2,1,25618,1,complete,1,0.11811023622047244,0.11811023622047244,0.11811023622047244,0.11811023622047244,0.8818897637795275,0.8818897637795275,0.8818897637795275,True,stage18-scaling-24a9adb84176,4,313
314,s2-step8150-f9of10-d1of2,9,10,0.900,1,2,0.50,2,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3104,7,6,1,0,1,complete,15,0.11811023622047244,0.37623762376237624,0.2649115609770378,0.2962962962962963,0.6237623762376238,0.8818897637795275,0.7350884390229622,True,stage18-scaling-24a9adb84176,4,314
315,s2-step8150-f9of10-d3of4,9,10,0.900,3,4,0.75,2,8150,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3104,7,6,1,0,1,complete,15,0.11811023622047244,0.37623762376237624,0.2649115609770378,0.2962962962962963,0.6237623762376238,0.8818897637795275,0.7350884390229622,True,stage18-scaling-24a9adb84176,4,315
316,s2-step8150-f19of20-d1of4,19,20,0.950,1,4,0.25,2,8150,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,24009,1486,4,2,1,25991,1,complete,1,0.1118421052631579,0.1118421052631579,0.1118421052631579,0.1118421052631579,0.8881578947368421,0.8881578947368421,0.8881578947368421,True,stage18-scaling-24a9adb84176,4,316
317,s2-step8150-f19of20-d1of2,19,20,0.950,1,2,0.50,2,8150,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3089,8,7,1,0,1,complete,21,0.1118421052631579,0.45871559633027525,0.2831169249727794,0.26515151515151514,0.5412844036697247,0.8881578947368421,0.7168830750272206,True,stage18-scaling-24a9adb84176,4,317
318,s2-step8150-f19of20-d3of4,19,20,0.950,3,4,0.75,2,8150,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3089,8,7,1,0,1,complete,21,0.1118421052631579,0.45871559633027525,0.2831169249727794,0.26515151515151514,0.5412844036697247,0.8881578947368421,0.7168830750272206,True,stage18-scaling-24a9adb84176,4,318
319,s2-step8150-f39of40-d1of4,39,40,0.975,1,4,0.25,2,8150,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,23662,1462,4,2,1,26338,1,complete,1,0.1377245508982036,0.1377245508982036,0.1377245508982036,0.1377245508982036,0.8622754491017964,0.8622754491017964,0.8622754491017964,True,stage18-scaling-24a9adb84176,4,319
320,s2-step8150-f39of40-d1of2,39,40,0.975,1,2,0.50,2,8150,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3080,8,7,1,0,1,complete,21,0.1377245508982036,0.4198473282442748,0.26916216286895267,0.2653061224489796,0.5801526717557253,0.8622754491017964,0.7308378371310473,True,stage18-scaling-24a9adb84176,4,320
321,s2-step8150-f39of40-d3of4,39,40,0.975,3,4,0.75,2,8150,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3080,8,7,1,0,1,complete,21,0.1377245508982036,0.4198473282442748,0.26916216286895267,0.2653061224489796,0.5801526717557253,0.8622754491017964,0.7308378371310473,True,stage18-scaling-24a9adb84176,4,321
322,s2-step8150-f99of100-d1of4,99,100,0.990,1,4,0.25,2,8150,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,23170,1425,4,2,1,26830,1,complete,1,0.11330049261083744,0.11330049261083744,0.11330049261083744,0.11330049261083744,0.8866995073891626,0.8866995073891626,0.8866995073891626,True,stage18-scaling-24a9adb84176,4,322
323,s2-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,2,8150,True,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3056,8,7,1,0,1,complete,21,0.11330049261083744,0.38125,0.26325754813200414,0.26519337016574585,0.61875,0.8866995073891626,0.7367424518679958,True,stage18-scaling-24a9adb84176,4,323
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,2,8150,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3056,8,7,1,0,1,complete,21,0.11330049261083744,0.38125,0.26325754813200414,0.26519337016574585,0.61875,0.8866995073891626,0.7367424518679958,True,stage18-scaling-24a9adb84176,4,324
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,2,8500,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,40024,2491,6,4,1,9976,1,complete,6,0.18823529411764706,0.2375,0.20288897414015664,0.19408669159396208,0.7625,0.8117647058823529,0.7971110258598434,True,stage18-scaling-24a9adb84176,5,325
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.14285714285714285,0.4264705882352941,0.23589162229106792,0.22988505747126436,0.5735294117647058,0.8571428571428572,0.7641083777089321,True,stage18-scaling-24a9adb84176,5,326
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.14285714285714285,0.4264705882352941,0.23589162229106792,0.22988505747126436,0.5735294117647058,0.8571428571428572,0.7641083777089321,True,stage18-scaling-24a9adb84176,5,327
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,2,8500,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,47065,2927,7,5,1,2935,1,complete,10,0.13,0.2413793103448276,0.18879397534902576,0.19090909090909092,0.7586206896551724,0.87,0.8112060246509742,True,stage18-scaling-24a9adb84176,5,328
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3110,7,6,1,0,1,complete,15,0.13,0.358974358974359,0.21198091134217273,0.21739130434782608,0.641025641025641,0.87,0.7880190886578272,True,stage18-scaling-24a9adb84176,5,329
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3110,7,6,1,0,1,complete,15,0.13,0.358974358974359,0.21198091134217273,0.21739130434782608,0.641025641025641,0.87,0.7880190886578272,True,stage18-scaling-24a9adb84176,5,330
331,s2-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,2,8500,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,24727,1538,4,2,1,25273,1,complete,1,0.11214953271028037,0.11214953271028037,0.11214953271028037,0.11214953271028037,0.8878504672897196,0.8878504672897196,0.8878504672897196,True,stage18-scaling-24a9adb84176,5,331
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3106,7,6,1,0,1,complete,15,0.11214953271028037,0.3111111111111111,0.2079576397766286,0.22,0.6888888888888889,0.8878504672897196,0.7920423602233714,True,stage18-scaling-24a9adb84176,5,332
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3106,7,6,1,0,1,complete,15,0.11214953271028037,0.3111111111111111,0.2079576397766286,0.22,0.6888888888888889,0.8878504672897196,0.7920423602233714,True,stage18-scaling-24a9adb84176,5,333
334,s2-step8500-f19of20-d1of4,19,20,0.950,1,4,0.25,2,8500,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,31619,1961,5,3,1,18381,1,complete,3,0.11627906976744186,0.1623931623931624,0.1382240773868681,0.136,0.8376068376068376,0.8837209302325582,0.861775922613132,True,stage18-scaling-24a9adb84176,5,334
335,s2-step8500-f19of20-d1of2,19,20,0.950,1,2,0.50,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3101,7,6,1,0,1,complete,15,0.11627906976744186,0.38,0.20262401762891372,0.192,0.62,0.8837209302325582,0.7973759823710863,True,stage18-scaling-24a9adb84176,5,335
336,s2-step8500-f19of20-d3of4,19,20,0.950,3,4,0.75,2,8500,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3101,7,6,1,0,1,complete,15,0.11627906976744186,0.38,0.20262401762891372,0.192,0.62,0.8837209302325582,0.7973759823710863,True,stage18-scaling-24a9adb84176,5,336
337,s2-step8500-f39of40-d1of4,39,40,0.975,1,4,0.25,2,8500,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,30989,1918,5,3,1,19011,1,complete,3,0.09316770186335403,0.1342281879194631,0.11004520527007146,0.10273972602739725,0.8657718120805369,0.906832298136646,0.8899547947299286,True,stage18-scaling-24a9adb84176,5,337
338,s2-step8500-f39of40-d1of2,39,40,0.975,1,2,0.50,2,8500,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3094,8,7,1,0,1,complete,21,0.09316770186335403,0.29508196721311475,0.1918109010663669,0.18243243243243243,0.7049180327868853,0.906832298136646,0.8081890989336331,True,stage18-scaling-24a9adb84176,5,338
339,s2-step8500-f39of40-d3of4,39,40,0.975,3,4,0.75,2,8500,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3094,8,7,1,0,1,complete,21,0.09316770186335403,0.29508196721311475,0.1918109010663669,0.18243243243243243,0.7049180327868853,0.906832298136646,0.8081890989336331,True,stage18-scaling-24a9adb84176,5,339
340,s2-step8500-f99of100-d1of4,99,100,0.990,1,4,0.25,2,8500,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,30450,1881,5,3,1,19550,1,complete,3,0.054945054945054944,0.1419753086419753,0.09223586587652781,0.0797872340425532,0.8580246913580247,0.945054945054945,0.9077641341234722,True,stage18-scaling-24a9adb84176,5,340
341,s2-step8500-f99of100-d1of2,99,100,0.990,1,2,0.50,2,8500,True,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3085,8,7,1,0,1,complete,21,0.054945054945054944,0.3384615384615385,0.18554601205221993,0.1858974358974359,0.6615384615384615,0.945054945054945,0.8144539879477801,True,stage18-scaling-24a9adb84176,5,341
342,s2-step8500-f99of100-d3of4,99,100,0.990,3,4,0.75,2,8500,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3085,8,7,1,0,1,complete,21,0.054945054945054944,0.3384615384615385,0.18554601205221993,0.1858974358974359,0.6615384615384615,0.945054945054945,0.8144539879477801,True,stage18-scaling-24a9adb84176,5,342
343,s2-step8650-f4of5-d1of4,4,5,0.800,1,4,0.25,2,8650,False,fresh_execution,,,2,10,False,not_right_censored,budget_exhaustion,requested_member_3_budget_exhaustion,24982,1555,4,2,1,25018,1,complete,1,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.7857142857142857,0.7857142857142857,0.7857142857142857,True,stage18-scaling-24a9adb84176,6,343
344,s2-step8650-f4of5-d1of2,4,5,0.800,1,2,0.50,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.19767441860465115,0.2948717948717949,0.2394047350742426,0.2375,0.7051282051282051,0.8023255813953488,0.7605952649257574,True,stage18-scaling-24a9adb84176,6,344
345,s2-step8650-f4of5-d3of4,4,5,0.800,3,4,0.75,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.19767441860465115,0.2948717948717949,0.2394047350742426,0.2375,0.7051282051282051,0.8023255813953488,0.7605952649257574,True,stage18-scaling-24a9adb84176,6,345
346,s2-step8650-f17of20-d1of4,17,20,0.850,1,4,0.25,2,8650,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32368,2014,5,3,1,17632,1,complete,3,0.16483516483516483,0.19101123595505617,0.18088652920113593,0.18681318681318682,0.8089887640449438,0.8351648351648352,0.8191134707988641,True,stage18-scaling-24a9adb84176,6,346
347,s2-step8650-f17of20-d1of2,17,20,0.850,1,2,0.50,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.16483516483516483,0.27058823529411763,0.2128677690998179,0.20454545454545456,0.7294117647058824,0.8351648351648352,0.7871322309001821,True,stage18-scaling-24a9adb84176,6,347
348,s2-step8650-f17of20-d3of4,17,20,0.850,3,4,0.75,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.16483516483516483,0.27058823529411763,0.2128677690998179,0.20454545454545456,0.7294117647058824,0.8351648351648352,0.7871322309001821,True,stage18-scaling-24a9adb84176,6,348
349,s2-step8650-f9of10-d1of4,9,10,0.900,1,4,0.25,2,8650,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32098,1995,5,3,1,17902,1,complete,3,0.14285714285714285,0.18181818181818182,0.16763104881916763,0.1782178217821782,0.8181818181818181,0.8571428571428572,0.8323689511808324,True,stage18-scaling-24a9adb84176,6,349
350,s2-step8650-f9of10-d1of2,9,10,0.900,1,2,0.50,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3108,7,6,1,0,1,complete,15,0.14285714285714285,0.3076923076923077,0.2259152991343933,0.22448979591836735,0.6923076923076923,0.8571428571428572,0.7740847008656068,True,stage18-scaling-24a9adb84176,6,350
351,s2-step8650-f9of10-d3of4,9,10,0.900,3,4,0.75,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3108,7,6,1,0,1,complete,15,0.14285714285714285,0.3076923076923077,0.2259152991343933,0.22448979591836735,0.6923076923076923,0.8571428571428572,0.7740847008656068,True,stage18-scaling-24a9adb84176,6,351
352,s2-step8650-f19of20-d1of4,19,20,0.950,1,4,0.25,2,8650,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,31528,1957,5,3,1,18472,1,complete,3,0.15447154471544716,0.21666666666666667,0.18382202674485762,0.18032786885245902,0.7833333333333333,0.8455284552845528,0.8161779732551424,True,stage18-scaling-24a9adb84176,6,352
353,s2-step8650-f19of20-d1of2,19,20,0.950,1,2,0.50,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3103,7,6,1,0,1,complete,15,0.15447154471544716,0.28703703703703703,0.22680903250472878,0.21666666666666667,0.712962962962963,0.8455284552845528,0.7731909674952713,True,stage18-scaling-24a9adb84176,6,353
354,s2-step8650-f19of20-d3of4,19,20,0.950,3,4,0.75,2,8650,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3103,7,6,1,0,1,complete,15,0.15447154471544716,0.28703703703703703,0.22680903250472878,0.21666666666666667,0.712962962962963,0.8455284552845528,0.7731909674952713,True,stage18-scaling-24a9adb84176,6,354
355,s2-step8650-f39of40-d1of4,39,40,0.975,1,4,0.25,2,8650,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,31274,1938,5,3,1,18726,1,complete,3,0.1267605633802817,0.2265625,0.17462189967973213,0.17054263565891473,0.7734375,0.8732394366197183,0.8253781003202678,True,stage18-scaling-24a9adb84176,6,355
356,s2-step8650-f39of40-d1of2,39,40,0.975,1,2,0.50,2,8650,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3093,8,7,1,0,1,complete,21,0.1267605633802817,0.3548387096774194,0.2294555803091381,0.22727272727272727,0.6451612903225806,0.8732394366197183,0.770544419690862,True,stage18-scaling-24a9adb84176,6,356
357,s2-step8650-f39of40-d3of4,39,40,0.975,3,4,0.75,2,8650,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3093,8,7,1,0,1,complete,21,0.1267605633802817,0.3548387096774194,0.2294555803091381,0.22727272727272727,0.6451612903225806,0.8732394366197183,0.770544419690862,True,stage18-scaling-24a9adb84176,6,357
358,s2-step8650-f99of100-d1of4,99,100,0.990,1,4,0.25,2,8650,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,30772,1895,5,3,1,19228,1,complete,3,0.12121212121212122,0.16455696202531644,0.14317302774581256,0.14375,0.8354430379746836,0.8787878787878788,0.8568269722541875,True,stage18-scaling-24a9adb84176,6,358
359,s2-step8650-f99of100-d1of2,99,100,0.990,1,2,0.50,2,8650,True,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3077,8,7,1,0,1,complete,21,0.12121212121212122,0.2971014492753623,0.19592839848365487,0.1875,0.7028985507246377,0.8787878787878788,0.8040716015163452,True,stage18-scaling-24a9adb84176,6,359
360,s2-step8650-f99of100-d3of4,99,100,0.990,3,4,0.75,2,8650,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3077,8,7,1,0,1,complete,21,0.12121212121212122,0.2971014492753623,0.19592839848365487,0.1875,0.7028985507246377,0.8787878787878788,0.8040716015163452,True,stage18-scaling-24a9adb84176,6,360
361,s2-step9050-f4of5-d1of4,4,5,0.800,1,4,0.25,2,9050,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32308,2010,5,3,1,17692,1,complete,3,0.16842105263157894,0.2087912087912088,0.19315315081134124,0.20224719101123595,0.7912087912087912,0.8315789473684211,0.8068468491886588,True,stage18-scaling-24a9adb84176,7,361
362,s2-step9050-f4of5-d1of2,4,5,0.800,1,2,0.50,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.16483516483516483,0.2987012987012987,0.21554417422929573,0.21428571428571427,0.7012987012987013,0.8351648351648352,0.7844558257707043,True,stage18-scaling-24a9adb84176,7,362
363,s2-step9050-f4of5-d3of4,4,5,0.800,3,4,0.75,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3112,7,6,1,0,1,complete,15,0.16483516483516483,0.2987012987012987,0.21554417422929573,0.21428571428571427,0.7012987012987013,0.8351648351648352,0.7844558257707043,True,stage18-scaling-24a9adb84176,7,363
364,s2-step9050-f17of20-d1of4,17,20,0.850,1,4,0.25,2,9050,False,fresh_execution,,,4,10,False,not_right_censored,budget_exhaustion,requested_member_5_budget_exhaustion,39604,2463,6,4,1,10396,1,complete,6,0.16326530612244897,0.2127659574468085,0.17953513347963784,0.17585858585858585,0.7872340425531915,0.8367346938775511,0.8204648665203622,True,stage18-scaling-24a9adb84176,7,364
365,s2-step9050-f17of20-d1of2,17,20,0.850,1,2,0.50,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.16326530612244897,0.30952380952380953,0.21227309100012007,0.19148936170212766,0.6904761904761905,0.8367346938775511,0.78772690899988,True,stage18-scaling-24a9adb84176,7,365
366,s2-step9050-f17of20-d3of4,17,20,0.850,3,4,0.75,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3111,7,6,1,0,1,complete,15,0.16326530612244897,0.30952380952380953,0.21227309100012007,0.19148936170212766,0.6904761904761905,0.8367346938775511,0.78772690899988,True,stage18-scaling-24a9adb84176,7,366
367,s2-step9050-f9of10-d1of4,9,10,0.900,1,4,0.25,2,9050,False,fresh_execution,,,3,10,False,not_right_censored,budget_exhaustion,requested_member_4_budget_exhaustion,32144,1996,5,3,1,17856,1,complete,3,0.1553398058252427,0.21875,0.18998869816167885,0.1958762886597938,0.78125,0.8446601941747574,0.8100113018383212,True,stage18-scaling-24a9adb84176,7,367
368,s2-step9050-f9of10-d1of2,9,10,0.900,1,2,0.50,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3106,7,6,1,0,1,complete,15,0.1553398058252427,0.26804123711340205,0.20708813705087226,0.1958762886597938,0.731958762886598,0.8446601941747574,0.7929118629491277,True,stage18-scaling-24a9adb84176,7,368
369,s2-step9050-f9of10-d3of4,9,10,0.900,3,4,0.75,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3106,7,6,1,0,1,complete,15,0.1553398058252427,0.26804123711340205,0.20708813705087226,0.1958762886597938,0.731958762886598,0.8446601941747574,0.7929118629491277,True,stage18-scaling-24a9adb84176,7,369
370,s2-step9050-f19of20-d1of4,19,20,0.950,1,4,0.25,2,9050,False,fresh_execution,,,5,10,False,not_right_censored,budget_exhaustion,requested_member_6_budget_exhaustion,46017,2854,7,5,1,3983,1,complete,10,0.14754098360655737,0.21367521367521367,0.17805701760086756,0.1799820754113053,0.7863247863247863,0.8524590163934427,0.8219429823991324,True,stage18-scaling-24a9adb84176,7,370
371,s2-step9050-f19of20-d1of2,19,20,0.950,1,2,0.50,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3103,7,6,1,0,1,complete,15,0.136,0.25225225225225223,0.18003165226077253,0.18110236220472442,0.7477477477477478,0.864,0.8199683477392274,True,stage18-scaling-24a9adb84176,7,371
372,s2-step9050-f19of20-d3of4,19,20,0.950,3,4,0.75,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3103,7,6,1,0,1,complete,15,0.136,0.25225225225225223,0.18003165226077253,0.18110236220472442,0.7477477477477478,0.864,0.8199683477392274,True,stage18-scaling-24a9adb84176,7,372
373,s2-step9050-f39of40-d1of4,39,40,0.975,1,4,0.25,2,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3095,8,7,1,0,1,complete,21,0.13740458015267176,0.23577235772357724,0.1698869373873135,0.16793893129770993,0.7642276422764227,0.8625954198473282,0.8301130626126865,True,stage18-scaling-24a9adb84176,7,373
374,s2-step9050-f39of40-d1of2,39,40,0.975,1,2,0.50,2,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3095,8,7,1,0,1,complete,21,0.13740458015267176,0.23577235772357724,0.1698869373873135,0.16793893129770993,0.7642276422764227,0.8625954198473282,0.8301130626126865,True,stage18-scaling-24a9adb84176,7,374
375,s2-step9050-f39of40-d3of4,39,40,0.975,3,4,0.75,2,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3095,8,7,1,0,1,complete,21,0.13740458015267176,0.23577235772357724,0.1698869373873135,0.16793893129770993,0.7642276422764227,0.8625954198473282,0.8301130626126865,True,stage18-scaling-24a9adb84176,7,375
376,s2-step9050-f99of100-d1of4,99,100,0.990,1,4,0.25,2,9050,False,fresh_execution,,,6,10,False,not_right_censored,budget_exhaustion,requested_member_7_budget_exhaustion,50000,3088,8,6,1,0,1,complete,15,0.10666666666666667,0.22758620689655173,0.1592106696736729,0.1513157894736842,0.7724137931034483,0.8933333333333333,0.8407893303263271,True,stage18-scaling-24a9adb84176,7,376
377,s2-step9050-f99of100-d1of2,99,100,0.990,1,2,0.50,2,9050,True,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3088,8,7,1,0,1,complete,21,0.10666666666666667,0.2898550724637681,0.16957785271354409,0.16216216216216217,0.7101449275362319,0.8933333333333333,0.8304221472864559,True,stage18-scaling-24a9adb84176,7,377
378,s2-step9050-f99of100-d3of4,99,100,0.990,3,4,0.75,2,9050,False,fresh_execution,,,7,10,False,not_right_censored,budget_exhaustion,requested_member_8_budget_exhaustion,50000,3088,8,7,1,0,1,complete,21,0.10666666666666667,0.2898550724637681,0.16957785271354409,0.16216216216216217,0.7101449275362319,0.8933333333333333,0.8304221472864559,True,stage18-scaling-24a9adb84176,7,378
379,s3-step200-f4of5-d1of4,4,5,0.800,1,4,0.25,3,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2714,27,1,0,1,47286,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,379
380,s3-step200-f4of5-d1of2,4,5,0.800,1,2,0.50,3,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2714,27,1,0,1,47286,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,380
381,s3-step200-f4of5-d3of4,4,5,0.800,3,4,0.75,3,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2714,27,1,0,1,47286,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,381
382,s3-step200-f17of20-d1of4,17,20,0.850,1,4,0.25,3,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2530,19,1,0,1,47470,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,382
383,s3-step200-f17of20-d1of2,17,20,0.850,1,2,0.50,3,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2530,19,1,0,1,47470,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,383
384,s3-step200-f17of20-d3of4,17,20,0.850,3,4,0.75,3,200,False,fresh_execution,,,0,10,False,not_right_censored,sparsity_failure,requested_member_1_sparsity_failure,2530,19,1,0,1,47470,,not_applicable_empty_family,0,,,,,,,,,stage18-scaling-24a9adb84176,1,384
