fraction,exact_training_example_count,subset_identifier,subset_sha256,run_id,training_git_commit,device,training_step,learning_rate,weight_norm,gradient_norm,train_loss,test_loss,train_accuracy,test_accuracy,checkpoint_path,checkpoint_sha256,model_state_sha256,optimizer_state_sha256
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3400,0.001,52.31675338745117,0.001404819660820067,0.0008545885793864727,21.617839813232422,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003400.pt,1453a490f07f416755f0db11b670b334cd953f2eaa6307e3f62cde876a432686,fe52062fcdbe4b97ea347e067e3fdba74fceb67c60c397f3f90da9b995867a87,458e924dd7ee630261fcddaaba7358d8a14a367944c518dba1a3ff68e728e29c
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3450,0.001,53.03337097167969,0.0009292270406149328,0.0005127741023898125,22.779720306396484,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003450.pt,9e2cb662435eae4175c3acc76ca9dae5933addfaae034f2ddb8fd57e7f6316d7,46b91e5fb840d2f62d714d49fd656d848e8810a8b352e2a789588d251a4fcde5,8698a8fcf1782260651b6c11ff60562ae0a9c756849353c8451cb476c2f074c7
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3500,0.001,53.68684005737305,0.0005351571016944945,0.00030678542680107057,23.950952529907227,1.0,0.014095536433160305,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003500.pt,d45d0d7dca00383cd0842dab0694c8621d8f6ac3c858fce0cbe9103305e4e5e7,72050bf1af9be34e1c50f96c9593064169a2b4a9cce05a2d4e45c335cbc3244d,005fb26b8c9b45a34fad2ad9c9cfa622acafa7bc5b670f1eb8fe3b6291c7cad9
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3550,0.001,54.27397537231445,0.0004103347018826753,0.00018341190298087895,25.126239776611328,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003550.pt,36fe87ce98a549bff97cc2bae56a60350d40958b77df652bbd8c4216f7fa7d46,3babf6ac4d4828a150a18ffc653457392ad19a088267bc91f9b0895795a4f5bb,810807c56b8ffe0c193baea414a4d9d1dc266654cf9dc949af236e12bb643847
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3600,0.001,54.78863525390625,0.000262914109043777,0.0001095870029530488,26.30296516418457,1.0,0.014095536433160305,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003600.pt,a8ef3519f16e3db02d19d700bd9e07a97571d9dbf4c1c833fa60237b5851cdeb,63b9ef49dd4aa4ff419d559f311b3cb1ee9e56e3b1353bfb060fab3d09318c8e,7742b0b76c9e362d654f771e40420d7cb152df24d4de50c771ad83755a109420
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3650,0.001,55.2223014831543,0.0001391422701999545,6.548178498633206e-05,27.47916603088379,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003650.pt,698329c5b825caf6918e8bfa05572fe9c4b6f2714b230e082f2a768dd0956872,d2d0cbf2b1c53412c0748d38f9642a26e077a60ef3b2f768b7b4595c8aa8162f,e76562b9b060450f1b2a698afa245711ffbad5942b9c6f5ed09b12ec04e29a17
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3700,0.001,55.56925582885742,9.62976337177679e-05,3.9202750485856086e-05,28.64497184753418,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003700.pt,e7482d7c9da53894e911aca2e1140a94620da26568a0402618bac405a17892aa,36221aae752da0f7a7067dead481c358720cabd3930b24f14ec58a609b53a651,e3482d3c69cfba3f30e5fa541fa49ca1af2dabcaa1953bddaf5cb3c5d290330b
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3750,0.001,55.825233459472656,5.258674718788825e-05,2.3531096303486265e-05,29.79817771911621,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003750.pt,6ee220862ea8f742f9dd3584b1cd2bddbc36ae07f0651535ef9ba1cca754c756,776d18cb8921c6741602e83a893abc5210490446afcc33b1985c01962451fb8a,a7c1198339c312082fa89f928512e6467a0b1e57cac22f84e6e62eb7a96f58e8
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3800,0.001,55.991058349609375,4.108967550564557e-05,1.4188488421496004e-05,30.93273162841797,1.0,0.014207405969500542,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003800.pt,a16854d878002f96d604e6a94abdb28c35856adcea9c1b1a60030c9ddb451072,0f0cd23c501949f00eb4d9e68809c460ac044d012121e3277ac608acbfd2d2ad,91b987ef1fc01cbcd65538dcd3c2c79e68cac5821be7a9835ef7c2df644be749
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3850,0.001,56.07265090942383,2.5833242034423165e-05,8.621637789474335e-06,32.0462532043457,1.0,0.014207405969500542,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003850.pt,3e54b5f1604f1490ad9d7cf89aa592d60523f486958bd88cf52f7b77750023a6,4a06925cd4cdd90b1f9b2f8cdb2e3792832be25f909575803e097ba42665606a,844f4c29104edcd8dc8dcf608d16fd44c5170e4f2ede30a4e22fbd9a446258b1
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3900,0.001,56.07658004760742,1.8845270460587926e-05,5.293659796734573e-06,33.12553787231445,1.0,0.014095536433160305,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003900.pt,ea6ee35c9bc520085a4722c541ba107bfb6e79a1add5a0dd67680f110ae7bbde,58f5464e848d08e48f112414d8e2735b8254c9cce2763c7d08d7f1c5e4105d56,50addb6362883fd61b0a4e6ce604e7bf6f9dbc9b12800f3b51c8e7983740d746
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,3950,0.001,56.00770568847656,9.765271897776984e-06,3.301432116131764e-06,34.14603042602539,1.0,0.014095536433160305,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00003950.pt,9be39477777e9de81ea22e74b0ea0313a4818056cf73ba61a744b73f60595e32,a320f00dbb384d8831e97101efac6843d247945b260b11dccb52d06fb330f8e5,e30962c2d67a76784195751f9b00cecde575bc7aa6424384b6a6c7593e6dba0c
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4000,0.001,55.87067794799805,7.889314474596176e-06,2.1093433133501094e-06,35.08244323730469,1.0,0.014095536433160305,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004000.pt,abc099ff508078ae9365fe8c523b09bb3ee18b5301afafe4d6a0762e0aba449b,b3596c00d64e5a8cfe6e3c541e32a86ddd415f24114454b2f062478141cd21ea,dcd146c9c66d7b70bd1807878faca4b6c1b24ef956f749929e512e6a8c9af58a
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4050,0.001,55.67030334472656,4.411625013744924e-06,1.3872718227503356e-06,35.91190719604492,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004050.pt,12e84a60dd1f946f821db21c4e528fe37e0697139ab6cd327ecabce00f01e13e,cf741319c701098e02a745ed82026dd2b14874ababdbd0b3f813eaaeaabcc2f9,9e50787e6ad97dc74d6a9aa05769894d7ec077191cbefda542bdfaba252a7a53
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4100,0.001,55.410308837890625,3.0069302283664e-06,9.497514952272468e-07,36.602237701416016,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004100.pt,fa61e56004d54f4bb5bc369f18054087df1036a88d0e9a7602f94531e068d413,a51f2d6fd05839be3893124ed3d257088c4d8f6cf5e86ffdb187ac13a3f3aaba,aec5adf5a94330dffbdc442206d46eb3b1a18984f1abe9ed1f257cecb7009b1c
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4150,0.001,55.10274124145508,2.305014504599967e-06,6.740249887116079e-07,37.19124984741211,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004150.pt,167dc91a502d1a97d2768dc33f123b24f233eb7f7813d9f3cf9bf9bfde470896,1ddcef05266bc6358939a8729ffd1fed9721f545c5a0593c4090006be2d86bc2,7b183ea5c7a2691a9045a29ad6015fef678cbb023a8bd5d7ccf3a45d4c492b35
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4200,0.001,54.773193359375,2.8133920295658754e-06,5.048066782364913e-07,37.67319107055664,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004200.pt,c7659475f1b759569e89db9466b98246eeba27ef9bd022208ed8743c234ccba2,a6ac3ed8b5d4bbeb5cb417160c0bd491ba98bcd9f19a88fbdc872a5c623c76d4,f8a343034f81185f7d1d0155be2f70d5f2b3a4d2a6da4067805450715bb5eee5
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4250,0.001,54.468013763427734,1.2486386367527302e-05,4.204776757887885e-07,38.08027648925781,1.0,0.013536189682781696,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004250.pt,981b33aa01217df6efe6499843abe7e48380d45a1ea39239b86773a7efd8d61e,b0e292425d0bf148ae047862604141d26bdda0d1e4eefe01c6898b71e79ded05,b932e4b3e962a6a0dc3b7d466431c7fe5590a073237c45270f2c21a3d9711fee
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4300,0.001,53.21637725830078,1.4925851821899414,0.009229833260178566,35.4634895324707,0.9980415105819702,0.013983666896820068,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004300.pt,2fd1e3aba923862d0ffff67701167a2b5df4f1f172da0d31e461e317da99d7a2,f8441f455572353873f8a55291d5aceee533d38478872ca5173c38c4984e895c,e14a4bf9fc06477d05f7482da9b99cbbd77de64137bc3fc59e1673b18c48b8b3
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4350,0.001,50.83551788330078,0.008240717463195324,0.000679647084325552,25.778457641601562,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004350.pt,4e9fb018f994ce4b543289225fca6e1eae920ebb7cd0d19c6aa5e6b470364068,91a79a6e363895534bacb14ba1d0c97ae8c31e69b9b7d9ead4731fc215665fd1,90306707db73bc38acaf83a43e322249cd71f8ec370434baf3ca9053ea3cc66c
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4400,0.001,49.18584060668945,0.00670796912163496,0.0025918937753885984,19.884716033935547,1.0,0.014543013647198677,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004400.pt,5f5310d9de71935efc1bf34ec596fe238db4785f90c97dabc026c245c82d48af,f070cc6425634ccb7c70446a57e6b31b7331dab98de18a1ec2e64b75ffbe92a6,259a780bfdffb85128f0c73267dc4ace01743d474bdde5b2fb2a7ccd44e2b0d4
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4450,0.001,49.24700927734375,0.00879464577883482,0.005811047274619341,17.114160537719727,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004450.pt,26d906a7f162ffd7e9b1c54500e1b69f14c6a062b711d5ac99c0ce66fb6e350b,e5935a81dabadd230a54f7dba03436834b68fbb4ec87cb615f8e0ab770eaba6f,4d843cafb9698f4dfa1c4005ca13e281b1797a808e2fc22da9e1e9248fa7d0fd
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4500,0.001,50.427364349365234,0.007790153846144676,0.005578674841672182,17.03956413269043,1.0,0.013871797360479832,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004500.pt,4805ccb65eb7195f71c6a6e6b65dc4735052d00fb841e350be7df3c533d35a83,df77acc851bec767577ef1dc83e5e236f4dd0ba8f6c997537cf28e29449814d4,f1c787e760eae036185599bb8bf4adebfeb2d54602aa4d69211dd6d8024a3ea3
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4550,0.001,51.61978530883789,0.005222556181252003,0.003606976242735982,17.954381942749023,1.0,0.014095536433160305,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004550.pt,577c1110e37cad6c459a0e7d5079eda17ae1620f3447cf52da2bd8bf0b010364,422adae9e5234bd3ea51dd4669f568d2b8247a03994774ddd21a27666cd94bd2,d779366a87609734146170fa80b29aba4e1b216d7de476ed4ef49e0eb80e265e
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4600,0.001,52.650634765625,0.0034482681658118963,0.0022200788371264935,19.009565353393555,1.0,0.014207405969500542,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004600.pt,35e92ba8774b976cce478b027a37899e9a9b241def702b637b8f3cf86e56049c,0046d075a3204fc7035dbabe3e7aecd4c94c63c5e90d9967095d9aa3abaa1266,2e73fecf7f63dc36ce395a2c5f4e774911d13ed91a956e5db3665cb779434c0e
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4650,0.001,53.574520111083984,0.0024696094915270805,0.001345614087767899,20.10146141052246,1.0,0.014543013647198677,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004650.pt,47980d3fd1ab54b744be6b667f6180b63ac9f6a275a7631c2c5f7cbee2c8b7f0,fc08280c9fdf49ea484d14061fb840f48cbc37eb065d8bd0ee5242ec0a93aae0,fa9b57984d7c9e2a7a512c7f3187c711474e46539be631f7b4ffb14f3e1f3cab
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4700,0.001,54.4049186706543,0.0015588200185447931,0.0008092958596535027,21.212446212768555,1.0,0.014654883183538914,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004700.pt,071b5d74d476bce7c626ff1d2495ccbf079492259084d62cae4f932acb4b2138,c4d3c8be9bd46d18c54accd25752040e5ba13304ab302b9b101f037c3817bf80,ee851aa9b0ddebd20718395be17c84e9b0b6c6360f9eb8065a061cf6ecede84c
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4750,0.001,55.14463424682617,0.0012122932821512222,0.00048482557758688927,22.3339786529541,1.0,0.015102360397577286,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004750.pt,28f3e7e80e7ea0107c58352001c71490deddc0a41a822a57c9883d3f5a09b295,0e99747e04d8edd367f644fd0890efb8ac4053576dca2de1f2af4bbe6382299c,171d793f9053c3bc05d1661e0c941050bad3fc38d225824bc36733c0e000d00c
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4800,0.001,55.79246520996094,0.0005936661618761718,0.00028956469031982124,23.457433700561523,1.0,0.015326099470257759,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004800.pt,9c6e36a4f1789aef3e3c045367be9e2d72b2ca9bf0c3cc7ed22f0b82cb29b30d,a0a25792ac1e549fd44fe1a14cc8fbf8bfbc602efa489c13f48486c482e65721,794b637be9fff3ee0ae22009f48f4942652888d38102e2ae6f6ee105356cd5ee
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4850,0.001,56.346012115478516,0.0003317307273391634,0.0001727863127598539,24.586288452148438,1.0,0.015437968075275421,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004850.pt,1634848f8af63f9cc68a99dcbeccf5bdf94e7c0fd9424a32b465c15b88e0ae1f,02cebd042230bf61a45ebca54c9b601d18ed230b3d750fc0eba71b3b26eb3bb1,5e7080d111c7ccc31fda8740cdac2d93e2ada725874772deb2b4c0f670d0c06e
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4900,0.001,56.798606872558594,0.0002971473440993577,0.00010318116255803034,25.71046257019043,1.0,0.014878621324896812,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004900.pt,7241cf334d313a1645aeb7ed896e82aabbb1805ba02be89fd89e4b8a3ad17888,0d947a54122ed8eb3cd16866045166edc81e3e7c86dadb1356d01f8d42e7b3ff,d186323f274fa37ba22ea4bf8ff890f1914281ba8d503a809f39ca771513d6a9
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,4950,0.001,57.144535064697266,0.000214380634133704,6.163326906971633e-05,26.827077865600586,1.0,0.014878621324896812,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00004950.pt,df51b62123361f0c7fc27378e249dde17a4d5a1fc29257814c70e21f084f25d6,24e4cd9adad5a9553a102d9055c37a0b87a0c5b52592a7534b57d5d29906552b,a4ae4492af1df4d1ca43105e0760948644f163cc66c0970ed4d9e834f9f9243e
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5000,0.001,57.381996154785156,8.629808144178241e-05,3.686003037728369e-05,27.93436622619629,1.0,0.01476675271987915,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005000.pt,e0e62faf5e158be3e3f8706296cda7bc60ef88ca7a45559c6b4e8316c859e4fa,247652d70581cd248856d9a18f8d17ea489d180e6cb13a0f7c454ebe8acb6c53,566d555485e29693b783ee4a1342401aa575e5e420b771ceb184f27e3a3305a1
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5050,0.001,57.50971984863281,9.875294927041978e-05,2.2141381123219617e-05,29.03236961364746,1.0,0.014878621324896812,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005050.pt,b58f9ead121f3957821aab0bc37a647498021d835aefcb6513e664796c3fc751,094a54f4bbf5a10d907dc8024b4e740e2afaf1d4d2058c06001794e81788bfdb,de033486e105c393dd8a7aca95bca2ebcaef1fb57c2a20116d95c70590521d8f
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5100,0.001,57.5352897644043,3.5882221709471196e-05,1.3361645869736094e-05,30.116621017456055,1.0,0.01443114411085844,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005100.pt,aeddb089117a794107c724b80a541abaf61e4b3d501184cae6d1b391bad2851a,e7284aedad9c7b0ef709b7d93df2c66580f9b3313ac03878c8770d58a4d20ccd,da2687cd6256b2e5c675bb91216ff683c0b832b87de65af9fbf0482660f5aea2
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5150,0.001,57.470458984375,2.210902312071994e-05,8.127762157528196e-06,31.177635192871094,1.0,0.014207405969500542,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005150.pt,5862fb5726c270c863e214f8e2e809157b5db450e3771e6a758f646fb139ae85,e94973541eb765de664a8cf82014a696f55b6da4bf079d5e587e2e04e8179b0b,a6fa36d5cdd50f41c203196e27f39ae3019149a345d8dbbf77ad8254b3bf81d6
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5200,0.001,57.328025817871094,1.366767810395686e-05,4.997575160814449e-06,32.20863723754883,1.0,0.01375992875546217,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005200.pt,1a890d5e74a209945e4dae4aaf0248f36c41e07149a65969462804e8221a4ffe,f4cb6e897493a3804deb266a5808d53ec12c342ac7f7ebd39ff27d76adb75b22,76fb0b396d6ac000e6db44626a2d0ab9a768279128f938a69fc9e78bed7fdbc9
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5250,0.001,57.116668701171875,1.5734241969767027e-05,3.126797537333914e-06,33.19236373901367,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005250.pt,75168dffd319ad0ba04de9db101c2d5088d5675477a7afcea8e5977a87d997b5,c6170a9e32c0a82a6f2617ecc2b8f76b528e126bd6357099fda54151e707f684,6f273b5dc387a50b95ce5b4bf6e963697fe0cfa2ce0a84a7d52949c66e91e133
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5300,0.001,56.84027862548828,9.708798643259797e-06,2.00549652618065e-06,34.08708190917969,1.0,0.01443114411085844,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005300.pt,aa9cd5c09444354602454f849c009682faafbed14aa56b3b178d92919127db95,16ec61296562f8e5423280961cc3f4d83c7106ec02cdcd44fcfa55dabd6c8245,de825fed6da376a4af1e89666b0838e884cc56c875a4bd80d6be8c9a8738dc35
0.2,2553,frozen_20pct_training_prefix,492224b118e4329f81e8173c1a7b38dfea04cc3833c549dc7e6661d62b6d196a,stage13-no-generalisation-training-s0-459baa29a734,068d99e0bedd4436b3e721294645cdda0a70734d,cpu,5350,0.001,56.502235412597656,6.093435786169721e-06,1.3250291885924526e-06,34.87714385986328,1.0,0.014319275505840778,checkpoints/stage13-no-generalisation-training-s0-459baa29a734/step_00005350.pt,bbdb5a47abeccc87304ebc90b490ead3239c28b4f1a09636eae5cf499d6a3c07,653540fda873673112133d30e0227ee7560999c02de91675f494ddfcf47994d5,59cd846d196d20704cfe7d5674bb4477ea55da37bef6cf42668eb4f8da53e57c
