cell_index,cell_id,requested_member_index,member_label,accepted_circuit,representative_restart_index,primary_fidelity,retained_component_count,retained_component_proportion,maximum_prior_overlap_numerator,maximum_prior_overlap_denominator,maximum_prior_overlap,mean_prior_overlap,cumulative_exact_evaluations,member_exact_evaluations,member_ranking_passes,restart_count,status,failure_reason,family_right_censored,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
360,s2-step8650-f99of100-d3of4,4,C4,True,0,0.9904456104628397,91,0.17635658914728683,37,147,0.25170068027210885,0.18729324842944428,27679,6907,426,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,360
360,s2-step8650-f99of100-d3of4,5,C5,True,0,0.9902106664578275,94,0.1821705426356589,42,145,0.2896551724137931,0.20435044478418363,34573,6894,423,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,360
360,s2-step8650-f99of100-d3of4,6,C6,True,0,0.9903672957945023,86,0.16666666666666666,41,138,0.2971014492753623,0.2200942084803764,41555,6982,431,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,360
360,s2-step8650-f99of100-d3of4,7,C7,True,0,0.9900540371211528,96,0.18604651162790697,2,7,0.2857142857142857,0.20087078634872751,48387,6832,421,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,360
360,s2-step8650-f99of100-d3of4,8,C8,False,0,1.0,416,,77,430,0.17906976744186046,,50000,1613,101,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,6,8650,360
361,s2-step9050-f4of5-d1of4,1,C1,True,0,0.8096953559401676,53,0.10271317829457365,0,1,0.0,,7461,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,361
361,s2-step9050-f4of5-d1of4,2,C2,True,0,0.8016289451014175,54,0.10465116279069768,18,89,0.20224719101123595,0.20224719101123595,14907,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,361
361,s2-step9050-f4of5-d1of4,3,C3,True,0,0.8064061398699977,57,0.11046511627906977,19,91,0.2087912087912088,0.18860613071139387,22308,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,361
361,s2-step9050-f4of5-d1of4,4,C4,False,1,1.0,356,,37,372,0.09946236559139784,,32308,10000,623,2,budget_exhaustion,requested_member_4_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,361
362,s2-step9050-f4of5-d1of2,1,C1,True,0,0.8096953559401676,53,0.10271317829457365,0,1,0.0,,7461,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
362,s2-step9050-f4of5-d1of2,2,C2,True,0,0.8016289451014175,54,0.10465116279069768,18,89,0.20224719101123595,0.20224719101123595,14907,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
362,s2-step9050-f4of5-d1of2,3,C3,True,0,0.8064061398699977,57,0.11046511627906977,19,91,0.2087912087912088,0.18860613071139387,22308,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
362,s2-step9050-f4of5-d1of2,4,C4,True,0,0.8105568172918788,55,0.1065891472868217,11,43,0.2558139534883721,0.19817454363590897,29739,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
362,s2-step9050-f4of5-d1of2,5,C5,True,0,0.8003759104080195,49,0.09496124031007752,7,27,0.25925925925925924,0.2151151445916714,37260,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
362,s2-step9050-f4of5-d1of2,6,C6,True,0,0.8009241130863811,47,0.09108527131782945,23,77,0.2987012987012987,0.23974379034619997,44811,7551,470,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
362,s2-step9050-f4of5-d1of2,7,C7,False,0,1.0,192,,33,212,0.15566037735849056,,50000,5189,325,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,362
363,s2-step9050-f4of5-d3of4,1,C1,True,0,0.8096953559401676,53,0.10271317829457365,0,1,0.0,,7461,7461,464,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
363,s2-step9050-f4of5-d3of4,2,C2,True,0,0.8016289451014175,54,0.10465116279069768,18,89,0.20224719101123595,0.20224719101123595,14907,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
363,s2-step9050-f4of5-d3of4,3,C3,True,0,0.8064061398699977,57,0.11046511627906977,19,91,0.2087912087912088,0.18860613071139387,22308,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
363,s2-step9050-f4of5-d3of4,4,C4,True,0,0.8105568172918788,55,0.1065891472868217,11,43,0.2558139534883721,0.19817454363590897,29739,7431,462,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
363,s2-step9050-f4of5-d3of4,5,C5,True,0,0.8003759104080195,49,0.09496124031007752,7,27,0.25925925925925924,0.2151151445916714,37260,7521,468,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
363,s2-step9050-f4of5-d3of4,6,C6,True,0,0.8009241130863811,47,0.09108527131782945,23,77,0.2987012987012987,0.23974379034619997,44811,7551,470,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
363,s2-step9050-f4of5-d3of4,7,C7,False,0,1.0,192,,33,212,0.15566037735849056,,50000,5189,325,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,363
364,s2-step9050-f17of20-d1of4,1,C1,True,0,0.8600516876811026,56,0.10852713178294573,0,1,0.0,,7416,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,364
364,s2-step9050-f17of20-d1of4,2,C2,True,0,0.8569191009476075,60,0.11627906976744186,17,99,0.1717171717171717,0.1717171717171717,14772,7356,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,364
364,s2-step9050-f17of20-d1of4,3,C3,True,0,0.8512804448273161,58,0.1124031007751938,10,47,0.2127659574468085,0.19638297872340427,22158,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,364
364,s2-step9050-f17of20-d1of4,4,C4,True,0,0.8517503328373405,54,0.10465116279069768,17,93,0.1827956989247312,0.1709092239046156,29604,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,364
364,s2-step9050-f17of20-d1of4,5,C5,False,1,1.0,357,,38,379,0.10026385224274406,,39604,10000,623,2,budget_exhaustion,requested_member_5_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,364
365,s2-step9050-f17of20-d1of2,1,C1,True,0,0.8600516876811026,56,0.10852713178294573,0,1,0.0,,7416,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
365,s2-step9050-f17of20-d1of2,2,C2,True,0,0.8569191009476075,60,0.11627906976744186,17,99,0.1717171717171717,0.1717171717171717,14772,7356,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
365,s2-step9050-f17of20-d1of2,3,C3,True,0,0.8512804448273161,58,0.1124031007751938,10,47,0.2127659574468085,0.19638297872340427,22158,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
365,s2-step9050-f17of20-d1of2,4,C4,True,0,0.8517503328373405,54,0.10465116279069768,17,93,0.1827956989247312,0.1709092239046156,29604,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
365,s2-step9050-f17of20-d1of2,5,C5,True,0,0.8523768501840395,54,0.10465116279069768,13,42,0.30952380952380953,0.24218524531024532,37050,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
365,s2-step9050-f17of20-d1of2,6,C6,True,0,0.8594251703344037,52,0.10077519379844961,23,83,0.27710843373493976,0.2276289165765985,44526,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
365,s2-step9050-f17of20-d1of2,7,C7,False,0,1.0,174,,8,49,0.16326530612244897,,50000,5474,343,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,365
366,s2-step9050-f17of20-d3of4,1,C1,True,0,0.8600516876811026,56,0.10852713178294573,0,1,0.0,,7416,7416,461,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
366,s2-step9050-f17of20-d3of4,2,C2,True,0,0.8569191009476075,60,0.11627906976744186,17,99,0.1717171717171717,0.1717171717171717,14772,7356,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
366,s2-step9050-f17of20-d3of4,3,C3,True,0,0.8512804448273161,58,0.1124031007751938,10,47,0.2127659574468085,0.19638297872340427,22158,7386,459,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
366,s2-step9050-f17of20-d3of4,4,C4,True,0,0.8517503328373405,54,0.10465116279069768,17,93,0.1827956989247312,0.1709092239046156,29604,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
366,s2-step9050-f17of20-d3of4,5,C5,True,0,0.8523768501840395,54,0.10465116279069768,13,42,0.30952380952380953,0.24218524531024532,37050,7446,463,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
366,s2-step9050-f17of20-d3of4,6,C6,True,0,0.8594251703344037,52,0.10077519379844961,23,83,0.27710843373493976,0.2276289165765985,44526,7476,465,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
366,s2-step9050-f17of20-d3of4,7,C7,False,0,1.0,174,,8,49,0.16326530612244897,,50000,5474,343,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,366
367,s2-step9050-f9of10-d1of4,1,C1,True,0,0.9003054272065157,60,0.11627906976744186,0,1,0.0,,7372,7372,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,367
367,s2-step9050-f9of10-d1of4,2,C2,True,0,0.9032813846033362,57,0.11046511627906977,7,32,0.21875,0.21875,14773,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,367
367,s2-step9050-f9of10-d1of4,3,C3,True,0,0.9023416085832876,59,0.11434108527131782,19,97,0.1958762886597938,0.17560804724251827,22144,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,367
367,s2-step9050-f9of10-d1of4,4,C4,False,1,1.0,347,,39,365,0.10684931506849316,,32144,10000,621,2,budget_exhaustion,requested_member_4_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,367
368,s2-step9050-f9of10-d1of2,1,C1,True,0,0.9003054272065157,60,0.11627906976744186,0,1,0.0,,7372,7372,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
368,s2-step9050-f9of10-d1of2,2,C2,True,0,0.9032813846033362,57,0.11046511627906977,7,32,0.21875,0.21875,14773,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
368,s2-step9050-f9of10-d1of2,3,C3,True,0,0.9023416085832876,59,0.11434108527131782,19,97,0.1958762886597938,0.17560804724251827,22144,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
368,s2-step9050-f9of10-d1of2,4,C4,True,0,0.9020283499099381,66,0.12790697674418605,26,97,0.26804123711340205,0.23897586259005654,29426,7282,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
368,s2-step9050-f9of10-d1of2,5,C5,True,0,0.9010102592215522,64,0.12403100775193798,20,103,0.1941747572815534,0.185636242561512,36722,7296,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
368,s2-step9050-f9of10-d1of2,6,C6,True,0,0.9014018325632391,59,0.11434108527131782,24,95,0.25263157894736843,0.21537668065236595,44109,7387,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
368,s2-step9050-f9of10-d1of2,7,C7,False,0,0.9995301119899758,148,,32,175,0.18285714285714286,,50000,5891,369,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,368
369,s2-step9050-f9of10-d3of4,1,C1,True,0,0.9003054272065157,60,0.11627906976744186,0,1,0.0,,7372,7372,457,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
369,s2-step9050-f9of10-d3of4,2,C2,True,0,0.9032813846033362,57,0.11046511627906977,7,32,0.21875,0.21875,14773,7401,460,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
369,s2-step9050-f9of10-d3of4,3,C3,True,0,0.9023416085832876,59,0.11434108527131782,19,97,0.1958762886597938,0.17560804724251827,22144,7371,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
369,s2-step9050-f9of10-d3of4,4,C4,True,0,0.9020283499099381,66,0.12790697674418605,26,97,0.26804123711340205,0.23897586259005654,29426,7282,451,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
369,s2-step9050-f9of10-d3of4,5,C5,True,0,0.9010102592215522,64,0.12403100775193798,20,103,0.1941747572815534,0.185636242561512,36722,7296,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
369,s2-step9050-f9of10-d3of4,6,C6,True,0,0.9014018325632391,59,0.11434108527131782,24,95,0.25263157894736843,0.21537668065236595,44109,7387,458,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
369,s2-step9050-f9of10-d3of4,7,C7,False,0,0.9995301119899758,148,,32,175,0.18285714285714286,,50000,5891,369,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,369
370,s2-step9050-f19of20-d1of4,1,C1,True,0,0.9535594016759339,68,0.13178294573643412,0,1,0.0,,7236,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
370,s2-step9050-f19of20-d1of4,2,C2,True,0,0.9530895136659097,64,0.12403100775193798,3,19,0.15789473684210525,0.15789473684210525,14548,7312,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
370,s2-step9050-f19of20-d1of4,3,C3,True,0,0.9545774923643199,76,0.14728682170542637,5,31,0.16129032258064516,0.15441565309360128,21664,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
370,s2-step9050-f19of20-d1of4,4,C4,True,0,0.9516015349674994,71,0.1375968992248062,22,113,0.19469026548672566,0.18006825616051453,28855,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
370,s2-step9050-f19of20-d1of4,5,C5,True,0,0.9523063669825358,74,0.1434108527131783,25,117,0.21367521367521367,0.19340984112445608,36017,7162,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
370,s2-step9050-f19of20-d1of4,6,C6,False,1,1.0,341,,43,362,0.11878453038674033,,46017,10000,622,2,budget_exhaustion,requested_member_6_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,370
371,s2-step9050-f19of20-d1of2,1,C1,True,0,0.9535594016759339,68,0.13178294573643412,0,1,0.0,,7236,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
371,s2-step9050-f19of20-d1of2,2,C2,True,0,0.9530895136659097,64,0.12403100775193798,3,19,0.15789473684210525,0.15789473684210525,14548,7312,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
371,s2-step9050-f19of20-d1of2,3,C3,True,0,0.9545774923643199,76,0.14728682170542637,5,31,0.16129032258064516,0.15441565309360128,21664,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
371,s2-step9050-f19of20-d1of2,4,C4,True,0,0.9516015349674994,71,0.1375968992248062,22,113,0.19469026548672566,0.18006825616051453,28855,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
371,s2-step9050-f19of20-d1of2,5,C5,True,0,0.9523063669825358,74,0.1434108527131783,25,117,0.21367521367521367,0.19340984112445608,36017,7162,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
371,s2-step9050-f19of20-d1of2,6,C6,True,0,0.9506617589474509,71,0.1375968992248062,28,111,0.25225225225225223,0.18398092158058246,43208,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
371,s2-step9050-f19of20-d1of2,7,C7,False,0,0.9950661758947451,92,,29,134,0.21641791044776118,,50000,6792,425,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,371
372,s2-step9050-f19of20-d3of4,1,C1,True,0,0.9535594016759339,68,0.13178294573643412,0,1,0.0,,7236,7236,449,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
372,s2-step9050-f19of20-d3of4,2,C2,True,0,0.9530895136659097,64,0.12403100775193798,3,19,0.15789473684210525,0.15789473684210525,14548,7312,453,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
372,s2-step9050-f19of20-d3of4,3,C3,True,0,0.9545774923643199,76,0.14728682170542637,5,31,0.16129032258064516,0.15441565309360128,21664,7116,441,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
372,s2-step9050-f19of20-d3of4,4,C4,True,0,0.9516015349674994,71,0.1375968992248062,22,113,0.19469026548672566,0.18006825616051453,28855,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
372,s2-step9050-f19of20-d3of4,5,C5,True,0,0.9523063669825358,74,0.1434108527131783,25,117,0.21367521367521367,0.19340984112445608,36017,7162,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
372,s2-step9050-f19of20-d3of4,6,C6,True,0,0.9506617589474509,71,0.1375968992248062,28,111,0.25225225225225223,0.18398092158058246,43208,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
372,s2-step9050-f19of20-d3of4,7,C7,False,0,0.9950661758947451,92,,29,134,0.21641791044776118,,50000,6792,425,1,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,372
373,s2-step9050-f39of40-d1of4,1,C1,True,0,0.9778369488605215,81,0.1569767441860465,0,1,0.0,,7057,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,2,C2,True,0,0.9760357114887619,75,0.14534883720930233,5,34,0.14705882352941177,0.14705882352941177,14188,7131,442,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,3,C3,True,0,0.975644138147075,77,0.14922480620155038,21,131,0.16030534351145037,0.15261643987166723,21289,7101,440,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,4,C4,True,0,0.9776803195238468,72,0.13953488372093023,22,131,0.16793893129770993,0.15427460880367053,28465,7176,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,5,C5,True,0,0.976270655493774,71,0.1375968992248062,29,123,0.23577235772357724,0.19024677564367143,35656,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,6,C6,True,0,0.9750176208003759,74,0.1434108527131783,24,121,0.19834710743801653,0.1787731428616491,42834,7178,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,7,C7,True,0,0.9750176208003759,83,0.16085271317829458,27,131,0.20610687022900764,0.1662762230944824,49861,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
373,s2-step9050-f39of40-d1of4,8,C8,False,0,1.0,508,,79,510,0.15490196078431373,,50000,139,9,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,373
374,s2-step9050-f39of40-d1of2,1,C1,True,0,0.9778369488605215,81,0.1569767441860465,0,1,0.0,,7057,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,2,C2,True,0,0.9760357114887619,75,0.14534883720930233,5,34,0.14705882352941177,0.14705882352941177,14188,7131,442,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,3,C3,True,0,0.975644138147075,77,0.14922480620155038,21,131,0.16030534351145037,0.15261643987166723,21289,7101,440,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,4,C4,True,0,0.9776803195238468,72,0.13953488372093023,22,131,0.16793893129770993,0.15427460880367053,28465,7176,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,5,C5,True,0,0.976270655493774,71,0.1375968992248062,29,123,0.23577235772357724,0.19024677564367143,35656,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,6,C6,True,0,0.9750176208003759,74,0.1434108527131783,24,121,0.19834710743801653,0.1787731428616491,42834,7178,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,7,C7,True,0,0.9750176208003759,83,0.16085271317829458,27,131,0.20610687022900764,0.1662762230944824,49861,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
374,s2-step9050-f39of40-d1of2,8,C8,False,0,1.0,508,,79,510,0.15490196078431373,,50000,139,9,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,374
375,s2-step9050-f39of40-d3of4,1,C1,True,0,0.9778369488605215,81,0.1569767441860465,0,1,0.0,,7057,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,2,C2,True,0,0.9760357114887619,75,0.14534883720930233,5,34,0.14705882352941177,0.14705882352941177,14188,7131,442,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,3,C3,True,0,0.975644138147075,77,0.14922480620155038,21,131,0.16030534351145037,0.15261643987166723,21289,7101,440,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,4,C4,True,0,0.9776803195238468,72,0.13953488372093023,22,131,0.16793893129770993,0.15427460880367053,28465,7176,445,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,5,C5,True,0,0.976270655493774,71,0.1375968992248062,29,123,0.23577235772357724,0.19024677564367143,35656,7191,446,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,6,C6,True,0,0.9750176208003759,74,0.1434108527131783,24,121,0.19834710743801653,0.1787731428616491,42834,7178,443,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,7,C7,True,0,0.9750176208003759,83,0.16085271317829458,27,131,0.20610687022900764,0.1662762230944824,49861,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
375,s2-step9050-f39of40-d3of4,8,C8,False,0,1.0,508,,79,510,0.15490196078431373,,50000,139,9,1,budget_exhaustion,requested_member_8_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,375
376,s2-step9050-f99of100-d1of4,1,C1,True,0,0.9902106664578275,92,0.17829457364341086,0,1,0.0,,6892,6892,425,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
376,s2-step9050-f99of100-d1of4,2,C2,True,0,0.9902106664578275,83,0.16085271317829458,19,156,0.12179487179487179,0.12179487179487179,13919,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
376,s2-step9050-f99of100-d1of4,3,C3,True,0,0.9904456104628397,83,0.16085271317829458,23,152,0.1513157894736842,0.12899122807017543,20946,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
376,s2-step9050-f99of100-d1of4,4,C4,True,0,0.9902889811261649,85,0.16472868217054262,11,73,0.1506849315068493,0.1425174531269962,27927,6981,432,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
376,s2-step9050-f99of100-d1of4,5,C5,True,0,0.9901323517894902,81,0.1569767441860465,30,143,0.2097902097902098,0.17665271992252338,34984,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
376,s2-step9050-f99of100-d1of4,6,C6,True,0,0.990523925131177,86,0.16666666666666666,33,145,0.22758620689655173,0.1748438956197577,41982,6998,431,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
376,s2-step9050-f99of100-d1of4,7,C7,False,1,1.0,452,,5,27,0.18518518518518517,,50000,8018,496,2,budget_exhaustion,requested_member_7_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,376
377,s2-step9050-f99of100-d1of2,1,C1,True,0,0.9902106664578275,92,0.17829457364341086,0,1,0.0,,6892,6892,425,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
377,s2-step9050-f99of100-d1of2,2,C2,True,0,0.9902106664578275,83,0.16085271317829458,19,156,0.12179487179487179,0.12179487179487179,13919,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
377,s2-step9050-f99of100-d1of2,3,C3,True,0,0.9904456104628397,83,0.16085271317829458,23,152,0.1513157894736842,0.12899122807017543,20946,7027,434,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
377,s2-step9050-f99of100-d1of2,4,C4,True,0,0.9902889811261649,85,0.16472868217054262,11,73,0.1506849315068493,0.1425174531269962,27927,6981,432,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
377,s2-step9050-f99of100-d1of2,5,C5,True,0,0.9901323517894902,81,0.1569767441860465,30,143,0.2097902097902098,0.17665271992252338,34984,7057,436,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
377,s2-step9050-f99of100-d1of2,6,C6,True,0,0.990523925131177,86,0.16666666666666666,33,145,0.22758620689655173,0.1748438956197577,41982,6998,431,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
377,s2-step9050-f99of100-d1of2,7,C7,True,0,0.9902106664578275,86,0.16666666666666666,20,69,0.2898550724637681,0.1954958103132221,48964,6982,431,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,2,7,9050,377
