cell_index,cell_id,requested_member_index,member_label,accepted_circuit,representative_restart_index,primary_fidelity,retained_component_count,retained_component_proportion,maximum_prior_overlap_numerator,maximum_prior_overlap_denominator,maximum_prior_overlap,mean_prior_overlap,cumulative_exact_evaluations,member_exact_evaluations,member_ranking_passes,restart_count,status,failure_reason,family_right_censored,search_execution_mode,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
155,s1-step3400-f19of20-d1of2,1,C1,False,0,0.9501135562690892,511,,0,1,0.0,,799,799,6,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,155
156,s1-step3400-f19of20-d3of4,1,C1,False,0,0.9501135562690892,511,,0,1,0.0,,799,799,6,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,156
157,s1-step3400-f39of40-d1of4,1,C1,False,0,0.9768971728404731,515,,0,1,0.0,,531,531,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,157
158,s1-step3400-f39of40-d1of2,1,C1,False,0,0.9768971728404731,515,,0,1,0.0,,531,531,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,158
159,s1-step3400-f39of40-d3of4,1,C1,False,0,0.9768971728404731,515,,0,1,0.0,,531,531,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,159
160,s1-step3400-f99of100-d1of4,1,C1,False,0,0.9920119038295873,515,,0,1,0.0,,755,755,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,160
161,s1-step3400-f99of100-d1of2,1,C1,False,0,0.9920119038295873,515,,0,1,0.0,,755,755,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,161
162,s1-step3400-f99of100-d3of4,1,C1,False,0,0.9920119038295873,515,,0,1,0.0,,755,755,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,2,3400,162
163,s1-step7450-f4of5-d1of4,1,C1,False,0,0.80006265173467,464,,0,1,0.0,,1808,1808,53,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,163
164,s1-step7450-f4of5-d1of2,1,C1,False,0,0.80006265173467,464,,0,1,0.0,,1808,1808,53,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,164
165,s1-step7450-f4of5-d3of4,1,C1,False,0,0.80006265173467,464,,0,1,0.0,,1808,1808,53,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,165
166,s1-step7450-f17of20-d1of4,1,C1,False,0,0.8500274101339181,483,,0,1,0.0,,1347,1347,34,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,166
167,s1-step7450-f17of20-d1of2,1,C1,False,0,0.8500274101339181,483,,0,1,0.0,,1347,1347,34,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,167
168,s1-step7450-f17of20-d3of4,1,C1,False,0,0.8500274101339181,483,,0,1,0.0,,1347,1347,34,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,168
169,s1-step7450-f9of10-d1of4,1,C1,False,0,0.9000704832015036,495,,0,1,0.0,,1503,1503,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,169
170,s1-step7450-f9of10-d1of2,1,C1,False,0,0.9000704832015036,495,,0,1,0.0,,1503,1503,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,170
171,s1-step7450-f9of10-d3of4,1,C1,False,0,0.9000704832015036,495,,0,1,0.0,,1503,1503,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,171
172,s1-step7450-f19of20-d1of4,1,C1,False,0,0.9507400736157883,509,,0,1,0.0,,781,781,8,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,172
173,s1-step7450-f19of20-d1of2,1,C1,False,0,0.9507400736157883,509,,0,1,0.0,,781,781,8,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,173
174,s1-step7450-f19of20-d3of4,1,C1,False,0,0.9507400736157883,509,,0,1,0.0,,781,781,8,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,174
175,s1-step7450-f39of40-d1of4,1,C1,False,0,0.9761140261570992,514,,0,1,0.0,,546,546,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,175
176,s1-step7450-f39of40-d1of2,1,C1,False,0,0.9761140261570992,514,,0,1,0.0,,546,546,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,176
177,s1-step7450-f39of40-d3of4,1,C1,False,0,0.9761140261570992,514,,0,1,0.0,,546,546,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,177
178,s1-step7450-f99of100-d1of4,1,C1,False,0,0.9906022397995145,515,,0,1,0.0,,579,579,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,178
179,s1-step7450-f99of100-d1of2,1,C1,False,0,0.9906022397995145,515,,0,1,0.0,,579,579,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,179
180,s1-step7450-f99of100-d3of4,1,C1,False,0,0.9906022397995145,515,,0,1,0.0,,579,579,2,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,3,7450,180
181,s1-step8150-f4of5-d1of4,1,C1,False,0,0.8002975957396821,383,,0,1,0.0,,5087,5087,134,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,181
182,s1-step8150-f4of5-d1of2,1,C1,False,0,0.8002975957396821,383,,0,1,0.0,,5087,5087,134,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,182
183,s1-step8150-f4of5-d3of4,1,C1,False,0,0.8002975957396821,383,,0,1,0.0,,5087,5087,134,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,183
184,s1-step8150-f17of20-d1of4,1,C1,False,0,0.8500274101339181,420,,0,1,0.0,,4788,4788,97,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,184
185,s1-step8150-f17of20-d1of2,1,C1,False,0,0.8500274101339181,420,,0,1,0.0,,4788,4788,97,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,185
186,s1-step8150-f17of20-d3of4,1,C1,False,0,0.8500274101339181,420,,0,1,0.0,,4788,4788,97,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,186
187,s1-step8150-f9of10-d1of4,1,C1,False,0,0.9000704832015036,473,,0,1,0.0,,2713,2713,44,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,187
188,s1-step8150-f9of10-d1of2,1,C1,False,0,0.9000704832015036,473,,0,1,0.0,,2713,2713,44,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,188
189,s1-step8150-f9of10-d3of4,1,C1,False,0,0.9000704832015036,473,,0,1,0.0,,2713,2713,44,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,189
190,s1-step8150-f19of20-d1of4,1,C1,False,0,0.9503485002741013,499,,0,1,0.0,,1523,1523,18,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,190
191,s1-step8150-f19of20-d1of2,1,C1,False,0,0.9503485002741013,499,,0,1,0.0,,1523,1523,18,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,191
192,s1-step8150-f19of20-d3of4,1,C1,False,0,0.9503485002741013,499,,0,1,0.0,,1523,1523,18,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,192
193,s1-step8150-f39of40-d1of4,1,C1,False,0,0.9755658234787375,512,,0,1,0.0,,592,592,5,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,193
194,s1-step8150-f39of40-d1of2,1,C1,False,0,0.9755658234787375,512,,0,1,0.0,,592,592,5,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,194
195,s1-step8150-f39of40-d3of4,1,C1,False,0,0.9755658234787375,512,,0,1,0.0,,592,592,5,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,195
196,s1-step8150-f99of100-d1of4,1,C1,False,0,0.9911504424778761,514,,0,1,0.0,,754,754,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,196
197,s1-step8150-f99of100-d1of2,1,C1,False,0,0.9911504424778761,514,,0,1,0.0,,754,754,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,197
198,s1-step8150-f99of100-d3of4,1,C1,False,0,0.9911504424778761,514,,0,1,0.0,,754,754,3,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,4,8150,198
199,s1-step8500-f4of5-d1of4,1,C1,True,0,0.80006265173467,237,0.45930232558139533,0,1,0.0,,5821,5821,280,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,199
199,s1-step8500-f4of5-d1of4,2,C2,False,2,0.9279505051296107,467,,47,129,0.3643410852713178,,15821,10000,505,3,budget_exhaustion,requested_member_2_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,199
200,s1-step8500-f4of5-d1of2,1,C1,True,0,0.80006265173467,237,0.45930232558139533,0,1,0.0,,5821,5821,280,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,200
200,s1-step8500-f4of5-d1of2,2,C2,False,2,0.9279505051296107,467,,47,129,0.3643410852713178,,15821,10000,505,3,budget_exhaustion,requested_member_2_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,200
201,s1-step8500-f4of5-d3of4,1,C1,True,0,0.80006265173467,237,0.45930232558139533,0,1,0.0,,5821,5821,280,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,201
201,s1-step8500-f4of5-d3of4,2,C2,False,2,0.9279505051296107,467,,47,129,0.3643410852713178,,15821,10000,505,3,budget_exhaustion,requested_member_2_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,201
202,s1-step8500-f17of20-d1of4,1,C1,False,0,0.8501057248022554,279,,0,1,0.0,,5543,5543,238,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,202
203,s1-step8500-f17of20-d1of2,1,C1,False,0,0.8501057248022554,279,,0,1,0.0,,5543,5543,238,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,203
204,s1-step8500-f17of20-d3of4,1,C1,False,0,0.8501057248022554,279,,0,1,0.0,,5543,5543,238,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,204
205,s1-step8500-f9of10-d1of4,1,C1,False,0,0.9000704832015036,359,,0,1,0.0,,4167,4167,158,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,205
206,s1-step8500-f9of10-d1of2,1,C1,False,0,0.9000704832015036,359,,0,1,0.0,,4167,4167,158,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,206
207,s1-step8500-f9of10-d3of4,1,C1,False,0,0.9000704832015036,359,,0,1,0.0,,4167,4167,158,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,207
208,s1-step8500-f19of20-d1of4,1,C1,False,0,0.9500352416007518,457,,0,1,0.0,,2601,2601,60,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,208
209,s1-step8500-f19of20-d1of2,1,C1,False,0,0.9500352416007518,457,,0,1,0.0,,2601,2601,60,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,209
210,s1-step8500-f19of20-d3of4,1,C1,False,0,0.9500352416007518,457,,0,1,0.0,,2601,2601,60,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,210
211,s1-step8500-f39of40-d1of4,1,C1,False,0,0.9750959354687133,495,,0,1,0.0,,1455,1455,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,211
212,s1-step8500-f39of40-d1of2,1,C1,False,0,0.9750959354687133,495,,0,1,0.0,,1455,1455,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,212
213,s1-step8500-f39of40-d3of4,1,C1,False,0,0.9750959354687133,495,,0,1,0.0,,1455,1455,22,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,213
214,s1-step8500-f99of100-d1of4,1,C1,False,0,0.9900540371211528,511,,0,1,0.0,,687,687,6,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,214
215,s1-step8500-f99of100-d1of2,1,C1,False,0,0.9900540371211528,511,,0,1,0.0,,687,687,6,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,215
216,s1-step8500-f99of100-d3of4,1,C1,False,0,0.9900540371211528,511,,0,1,0.0,,687,687,6,1,sparsity_failure,requested_member_1_sparsity_failure,False,fresh_execution,stage18-scaling-24a9adb84176,1,5,8500,216
217,s1-step8650-f4of5-d1of4,1,C1,True,0,0.80006265173467,140,0.2713178294573643,0,1,0.0,,6332,6332,377,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,217
217,s1-step8650-f4of5-d1of4,2,C2,True,0,0.8002192810713447,152,0.29457364341085274,31,261,0.11877394636015326,0.11877394636015326,12372,6040,365,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,217
217,s1-step8650-f4of5-d1of4,3,C3,True,0,0.8002192810713447,184,0.35658914728682173,14,67,0.208955223880597,0.1778564515307422,18380,6008,333,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,217
217,s1-step8650-f4of5-d1of4,4,C4,False,1,0.9095465580703266,292,,47,169,0.2781065088757396,,28380,10000,586,2,budget_exhaustion,requested_member_4_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,217
218,s1-step8650-f4of5-d1of2,1,C1,True,0,0.80006265173467,140,0.2713178294573643,0,1,0.0,,6332,6332,377,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,2,C2,True,0,0.8002192810713447,152,0.29457364341085274,31,261,0.11877394636015326,0.11877394636015326,12372,6040,365,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,3,C3,True,0,0.8002192810713447,184,0.35658914728682173,14,67,0.208955223880597,0.1778564515307422,18380,6008,333,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,4,C4,True,0,0.8003759104080195,156,0.3023255813953488,67,229,0.2925764192139738,0.216651996397323,24792,6412,361,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,5,C5,True,0,0.8003759104080195,157,0.30426356589147285,79,218,0.3623853211009174,0.24919286316783806,30837,6045,360,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,6,C6,True,0,0.8004542250763568,149,0.28875968992248063,70,219,0.319634703196347,0.25464435928093987,36954,6117,368,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,7,C7,True,0,0.8002192810713447,175,0.3391472868217054,73,254,0.2874015748031496,0.23798660980696815,42841,5887,342,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,8,C8,True,0,0.8002192810713447,141,0.27325581395348836,68,229,0.29694323144104806,0.2486719954746378,49270,6429,376,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
218,s1-step8650-f4of5-d1of2,9,C9,False,0,0.9438483828020988,471,,171,484,0.35330578512396693,,50000,730,46,1,budget_exhaustion,requested_member_9_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,218
219,s1-step8650-f4of5-d3of4,1,C1,True,0,0.80006265173467,140,0.2713178294573643,0,1,0.0,,6332,6332,377,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,2,C2,True,0,0.8002192810713447,152,0.29457364341085274,31,261,0.11877394636015326,0.11877394636015326,12372,6040,365,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,3,C3,True,0,0.8002192810713447,184,0.35658914728682173,14,67,0.208955223880597,0.1778564515307422,18380,6008,333,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,4,C4,True,0,0.8003759104080195,156,0.3023255813953488,67,229,0.2925764192139738,0.216651996397323,24792,6412,361,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,5,C5,True,0,0.8003759104080195,157,0.30426356589147285,79,218,0.3623853211009174,0.24919286316783806,30837,6045,360,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,6,C6,True,0,0.8004542250763568,149,0.28875968992248063,70,219,0.319634703196347,0.25464435928093987,36954,6117,368,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,7,C7,True,0,0.8002192810713447,175,0.3391472868217054,73,254,0.2874015748031496,0.23798660980696815,42841,5887,342,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,8,C8,True,0,0.8002192810713447,141,0.27325581395348836,68,229,0.29694323144104806,0.2486719954746378,49270,6429,376,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
219,s1-step8650-f4of5-d3of4,9,C9,False,0,0.9438483828020988,471,,171,484,0.35330578512396693,,50000,730,46,1,budget_exhaustion,requested_member_9_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,219
220,s1-step8650-f17of20-d1of4,1,C1,True,0,0.8500274101339181,175,0.3391472868217054,0,1,0.0,,5871,5871,342,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,220
220,s1-step8650-f17of20-d1of4,2,C2,True,0,0.8501840394705928,224,0.43410852713178294,29,370,0.07837837837837838,0.07837837837837838,11359,5488,293,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,220
220,s1-step8650-f17of20-d1of4,3,C3,False,1,0.8607565196961391,277,,101,351,0.28774928774928776,,21359,10000,559,2,budget_exhaustion,requested_member_3_budget_exhaustion,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,220
221,s1-step8650-f17of20-d1of2,1,C1,True,0,0.8500274101339181,175,0.3391472868217054,0,1,0.0,,5871,5871,342,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,2,C2,True,0,0.8501840394705928,224,0.43410852713178294,29,370,0.07837837837837838,0.07837837837837838,11359,5488,293,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,3,C3,True,0,0.8502623541389303,198,0.38372093023255816,82,291,0.281786941580756,0.21116374106064828,17525,6166,319,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,4,C4,True,0,0.8500274101339181,214,0.41472868217054265,98,291,0.33676975945017185,0.24262531571269905,23179,5654,303,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,5,C5,True,0,0.8503406688072676,196,0.3798449612403101,95,276,0.3442028985507246,0.2817513102275403,29343,6164,321,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
221,s1-step8650-f17of20-d1of2,6,C6,True,0,0.8501057248022554,185,0.35852713178294576,1,3,0.3333333333333333,0.2691483049586285,35336,5993,332,1,accepted,,False,fresh_execution,stage18-scaling-24a9adb84176,1,6,8650,221
