cell_index,cell_id,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_jaccard_cutoff,search_execution_mode,source_stage,source_run_id,circuit_i,circuit_j,member_i,member_j,intersection_count,union_count,jaccard_numerator,jaccard_denominator,jaccard_overlap,structural_distance,passes_active_cutoff,stage18_run_id,model_seed,checkpoint_index,checkpoint_step,global_cell_index
323,s2-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,fresh_execution,,,C5,C7,5,7,53,181,53,181,0.292817679558011,0.7071823204419889,True,stage18-scaling-24a9adb84176,2,4,8150,323
323,s2-step8150-f99of100-d1of2,99,100,0.990,1,2,0.50,fresh_execution,,,C6,C7,6,7,42,184,21,92,0.22826086956521738,0.7717391304347826,True,stage18-scaling-24a9adb84176,2,4,8150,323
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C2,1,2,23,203,23,203,0.11330049261083744,0.8866995073891626,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C3,1,3,57,164,57,164,0.3475609756097561,0.6524390243902439,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C4,1,4,61,160,61,160,0.38125,0.61875,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C5,1,5,51,175,51,175,0.2914285714285714,0.7085714285714286,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C6,1,6,54,164,27,82,0.32926829268292684,0.6707317073170731,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C1,C7,1,7,59,159,59,159,0.3710691823899371,0.628930817610063,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C3,2,3,33,204,11,68,0.16176470588235295,0.8382352941176471,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C4,2,4,39,198,13,66,0.19696969696969696,0.803030303030303,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C5,2,5,54,188,27,94,0.2872340425531915,0.7127659574468085,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C6,2,6,47,187,47,187,0.25133689839572193,0.7486631016042781,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C2,C7,2,7,46,188,23,94,0.24468085106382978,0.7553191489361702,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C4,3,4,50,182,25,91,0.27472527472527475,0.7252747252747253,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C5,3,5,44,193,44,193,0.22797927461139897,0.772020725388601,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C6,3,6,49,180,49,180,0.2722222222222222,0.7277777777777779,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C3,C7,3,7,56,173,56,173,0.3236994219653179,0.676300578034682,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C4,C5,4,5,39,198,13,66,0.19696969696969696,0.803030303030303,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C4,C6,4,6,47,182,47,182,0.25824175824175827,0.7417582417582418,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C4,C7,4,7,48,181,48,181,0.26519337016574585,0.7348066298342542,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C5,C6,5,6,41,193,41,193,0.21243523316062177,0.7875647668393783,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C5,C7,5,7,53,181,53,181,0.292817679558011,0.7071823204419889,True,stage18-scaling-24a9adb84176,2,4,8150,324
324,s2-step8150-f99of100-d3of4,99,100,0.990,3,4,0.75,fresh_execution,,,C6,C7,6,7,42,184,21,92,0.22826086956521738,0.7717391304347826,True,stage18-scaling-24a9adb84176,2,4,8150,324
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C1,C2,1,2,16,85,16,85,0.18823529411764706,0.8117647058823529,True,stage18-scaling-24a9adb84176,2,5,8500,325
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C1,C3,1,3,17,79,17,79,0.21518987341772153,0.7848101265822784,True,stage18-scaling-24a9adb84176,2,5,8500,325
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C1,C4,1,4,19,80,19,80,0.2375,0.7625,True,stage18-scaling-24a9adb84176,2,5,8500,325
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C2,C3,2,3,16,85,16,85,0.18823529411764706,0.8117647058823529,True,stage18-scaling-24a9adb84176,2,5,8500,325
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C2,C4,2,4,17,87,17,87,0.19540229885057472,0.8045977011494253,True,stage18-scaling-24a9adb84176,2,5,8500,325
325,s2-step8500-f4of5-d1of4,4,5,0.800,1,4,0.25,fresh_execution,,,C3,C4,3,4,16,83,16,83,0.1927710843373494,0.8072289156626506,True,stage18-scaling-24a9adb84176,2,5,8500,325
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C2,1,2,16,85,16,85,0.18823529411764706,0.8117647058823529,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C3,1,3,17,79,17,79,0.21518987341772153,0.7848101265822784,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C4,1,4,19,80,19,80,0.2375,0.7625,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C5,1,5,24,80,3,10,0.3,0.7,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C1,C6,1,6,29,68,29,68,0.4264705882352941,0.5735294117647058,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C3,2,3,16,85,16,85,0.18823529411764706,0.8117647058823529,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C4,2,4,17,87,17,87,0.19540229885057472,0.8045977011494253,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C5,2,5,16,93,16,93,0.17204301075268819,0.8279569892473118,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C2,C6,2,6,23,79,23,79,0.2911392405063291,0.7088607594936709,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C4,3,4,16,83,16,83,0.1927710843373494,0.8072289156626506,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C5,3,5,13,91,1,7,0.14285714285714285,0.8571428571428572,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C3,C6,3,6,19,78,19,78,0.24358974358974358,0.7564102564102564,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C4,C5,4,5,20,87,20,87,0.22988505747126436,0.7701149425287357,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C4,C6,4,6,19,81,19,81,0.2345679012345679,0.7654320987654322,True,stage18-scaling-24a9adb84176,2,5,8500,326
326,s2-step8500-f4of5-d1of2,4,5,0.800,1,2,0.50,fresh_execution,,,C5,C6,5,6,23,82,23,82,0.2804878048780488,0.7195121951219512,True,stage18-scaling-24a9adb84176,2,5,8500,326
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C2,1,2,16,85,16,85,0.18823529411764706,0.8117647058823529,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C3,1,3,17,79,17,79,0.21518987341772153,0.7848101265822784,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C4,1,4,19,80,19,80,0.2375,0.7625,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C5,1,5,24,80,3,10,0.3,0.7,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C1,C6,1,6,29,68,29,68,0.4264705882352941,0.5735294117647058,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C3,2,3,16,85,16,85,0.18823529411764706,0.8117647058823529,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C4,2,4,17,87,17,87,0.19540229885057472,0.8045977011494253,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C5,2,5,16,93,16,93,0.17204301075268819,0.8279569892473118,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C2,C6,2,6,23,79,23,79,0.2911392405063291,0.7088607594936709,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C4,3,4,16,83,16,83,0.1927710843373494,0.8072289156626506,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C5,3,5,13,91,1,7,0.14285714285714285,0.8571428571428572,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C3,C6,3,6,19,78,19,78,0.24358974358974358,0.7564102564102564,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C4,C5,4,5,20,87,20,87,0.22988505747126436,0.7701149425287357,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C4,C6,4,6,19,81,19,81,0.2345679012345679,0.7654320987654322,True,stage18-scaling-24a9adb84176,2,5,8500,327
327,s2-step8500-f4of5-d3of4,4,5,0.800,3,4,0.75,fresh_execution,,,C5,C6,5,6,23,82,23,82,0.2804878048780488,0.7195121951219512,True,stage18-scaling-24a9adb84176,2,5,8500,327
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C1,C2,1,2,13,97,13,97,0.13402061855670103,0.865979381443299,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C1,C3,1,3,20,85,4,17,0.23529411764705882,0.7647058823529411,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C1,C4,1,4,21,87,7,29,0.2413793103448276,0.7586206896551724,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C1,C5,1,5,21,90,7,30,0.23333333333333334,0.7666666666666666,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C2,C3,2,3,13,100,13,100,0.13,0.87,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C2,C4,2,4,20,96,5,24,0.20833333333333334,0.7916666666666666,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C2,C5,2,5,16,103,16,103,0.1553398058252427,0.8446601941747574,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C3,C4,3,4,16,95,16,95,0.16842105263157894,0.8315789473684211,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C3,C5,3,5,19,95,1,5,0.2,0.8,True,stage18-scaling-24a9adb84176,2,5,8500,328
328,s2-step8500-f17of20-d1of4,17,20,0.850,1,4,0.25,fresh_execution,,,C4,C5,4,5,18,99,2,11,0.18181818181818182,0.8181818181818181,True,stage18-scaling-24a9adb84176,2,5,8500,328
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C2,1,2,13,97,13,97,0.13402061855670103,0.865979381443299,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C3,1,3,20,85,4,17,0.23529411764705882,0.7647058823529411,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C4,1,4,21,87,7,29,0.2413793103448276,0.7586206896551724,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C5,1,5,21,90,7,30,0.23333333333333334,0.7666666666666666,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C1,C6,1,6,28,78,14,39,0.358974358974359,0.641025641025641,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C3,2,3,13,100,13,100,0.13,0.87,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C4,2,4,20,96,5,24,0.20833333333333334,0.7916666666666666,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C5,2,5,16,103,16,103,0.1553398058252427,0.8446601941747574,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C2,C6,2,6,22,92,11,46,0.2391304347826087,0.7608695652173914,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C4,3,4,16,95,16,95,0.16842105263157894,0.8315789473684211,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C5,3,5,19,95,1,5,0.2,0.8,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C3,C6,3,6,22,87,22,87,0.25287356321839083,0.7471264367816092,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C4,C5,4,5,18,99,2,11,0.18181818181818182,0.8181818181818181,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C4,C6,4,6,20,92,5,23,0.21739130434782608,0.782608695652174,True,stage18-scaling-24a9adb84176,2,5,8500,329
329,s2-step8500-f17of20-d1of2,17,20,0.850,1,2,0.50,fresh_execution,,,C5,C6,5,6,21,94,21,94,0.22340425531914893,0.7765957446808511,True,stage18-scaling-24a9adb84176,2,5,8500,329
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C2,1,2,13,97,13,97,0.13402061855670103,0.865979381443299,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C3,1,3,20,85,4,17,0.23529411764705882,0.7647058823529411,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C4,1,4,21,87,7,29,0.2413793103448276,0.7586206896551724,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C5,1,5,21,90,7,30,0.23333333333333334,0.7666666666666666,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C1,C6,1,6,28,78,14,39,0.358974358974359,0.641025641025641,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C3,2,3,13,100,13,100,0.13,0.87,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C4,2,4,20,96,5,24,0.20833333333333334,0.7916666666666666,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C5,2,5,16,103,16,103,0.1553398058252427,0.8446601941747574,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C2,C6,2,6,22,92,11,46,0.2391304347826087,0.7608695652173914,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C4,3,4,16,95,16,95,0.16842105263157894,0.8315789473684211,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C5,3,5,19,95,1,5,0.2,0.8,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C3,C6,3,6,22,87,22,87,0.25287356321839083,0.7471264367816092,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C4,C5,4,5,18,99,2,11,0.18181818181818182,0.8181818181818181,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C4,C6,4,6,20,92,5,23,0.21739130434782608,0.782608695652174,True,stage18-scaling-24a9adb84176,2,5,8500,330
330,s2-step8500-f17of20-d3of4,17,20,0.850,3,4,0.75,fresh_execution,,,C5,C6,5,6,21,94,21,94,0.22340425531914893,0.7765957446808511,True,stage18-scaling-24a9adb84176,2,5,8500,330
331,s2-step8500-f9of10-d1of4,9,10,0.900,1,4,0.25,fresh_execution,,,C1,C2,1,2,12,107,12,107,0.11214953271028037,0.8878504672897196,True,stage18-scaling-24a9adb84176,2,5,8500,331
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C1,C2,1,2,12,107,12,107,0.11214953271028037,0.8878504672897196,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C1,C3,1,3,24,87,8,29,0.27586206896551724,0.7241379310344828,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C1,C4,1,4,25,95,5,19,0.2631578947368421,0.736842105263158,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C1,C5,1,5,25,94,25,94,0.26595744680851063,0.7340425531914894,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C1,C6,1,6,28,90,14,45,0.3111111111111111,0.6888888888888889,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C2,C3,2,3,15,107,15,107,0.14018691588785046,0.8598130841121495,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C2,C4,2,4,14,117,14,117,0.11965811965811966,0.8803418803418803,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C2,C5,2,5,22,108,11,54,0.2037037037037037,0.7962962962962963,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C2,C6,2,6,17,112,17,112,0.15178571428571427,0.8482142857142857,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C3,C4,3,4,15,108,5,36,0.1388888888888889,0.8611111111111112,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C3,C5,3,5,22,100,11,50,0.22,0.78,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C3,C6,3,6,24,97,24,97,0.24742268041237114,0.7525773195876289,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C4,C5,4,5,21,110,21,110,0.19090909090909092,0.8090909090909091,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C4,C6,4,6,26,104,1,4,0.25,0.75,True,stage18-scaling-24a9adb84176,2,5,8500,332
332,s2-step8500-f9of10-d1of2,9,10,0.900,1,2,0.50,fresh_execution,,,C5,C6,5,6,24,105,8,35,0.22857142857142856,0.7714285714285715,True,stage18-scaling-24a9adb84176,2,5,8500,332
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C1,C2,1,2,12,107,12,107,0.11214953271028037,0.8878504672897196,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C1,C3,1,3,24,87,8,29,0.27586206896551724,0.7241379310344828,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C1,C4,1,4,25,95,5,19,0.2631578947368421,0.736842105263158,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C1,C5,1,5,25,94,25,94,0.26595744680851063,0.7340425531914894,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C1,C6,1,6,28,90,14,45,0.3111111111111111,0.6888888888888889,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C2,C3,2,3,15,107,15,107,0.14018691588785046,0.8598130841121495,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C2,C4,2,4,14,117,14,117,0.11965811965811966,0.8803418803418803,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C2,C5,2,5,22,108,11,54,0.2037037037037037,0.7962962962962963,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C2,C6,2,6,17,112,17,112,0.15178571428571427,0.8482142857142857,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C3,C4,3,4,15,108,5,36,0.1388888888888889,0.8611111111111112,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C3,C5,3,5,22,100,11,50,0.22,0.78,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C3,C6,3,6,24,97,24,97,0.24742268041237114,0.7525773195876289,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C4,C5,4,5,21,110,21,110,0.19090909090909092,0.8090909090909091,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C4,C6,4,6,26,104,1,4,0.25,0.75,True,stage18-scaling-24a9adb84176,2,5,8500,333
333,s2-step8500-f9of10-d3of4,9,10,0.900,3,4,0.75,fresh_execution,,,C5,C6,5,6,24,105,8,35,0.22857142857142856,0.7714285714285715,True,stage18-scaling-24a9adb84176,2,5,8500,333
